# mass [M_sun]  total_SF [M_sun]  r [kpc]  phi [rad]  z [kpc]
1.00318e+03	1.00318e+03	6.44338e+00	1.95863e+00	4.44640e-04
1.72946e+03	2.73264e+03	3.92709e+00	1.17356e+00	9.06234e-03
1.54250e+03	4.27514e+03	1.70056e+00	4.42235e+00	-4.68279e-03
1.25358e+03	5.52872e+03	9.00086e-01	5.16648e+00	9.99746e-03
1.25212e+03	6.78084e+03	8.82785e+00	2.67012e+00	-9.71766e-04
1.24200e+03	8.02284e+03	3.44417e+00	5.24385e+00	-2.43014e-03
4.30240e+03	1.23252e+04	2.92605e+00	2.50549e+00	-6.77575e-03
2.80471e+03	1.51299e+04	3.37285e+00	1.80772e+00	-2.96184e-03
1.62805e+03	1.67580e+04	1.31342e+00	3.68028e+00	7.21358e-03
4.19461e+03	2.09526e+04	1.68285e+00	5.99968e+00	7.03644e-03
5.41253e+03	2.63651e+04	3.63407e+00	4.03871e+00	5.18821e-03
1.25150e+03	2.76166e+04	3.73175e+00	2.05285e+00	8.66014e-03
4.24180e+03	3.18584e+04	1.49985e+00	5.99734e+00	-2.56155e-03
3.30544e+04	6.49128e+04	2.00760e+00	5.80099e+00	-6.71981e-03
1.39894e+03	6.63118e+04	4.78527e+00	4.55207e+00	-8.71460e-03
3.75176e+03	7.00635e+04	7.44306e-01	4.49403e+00	8.82598e-03
1.39523e+03	7.14588e+04	2.10017e+00	1.69213e+00	4.59980e-03
1.91907e+03	7.33778e+04	1.66682e+00	1.93132e+00	-4.12645e-03
1.63219e+03	7.50100e+04	2.67542e+00	4.55475e+00	-7.31116e-03
1.50714e+03	7.65172e+04	8.67866e+00	1.31577e-01	-9.29347e-03
2.26999e+03	7.87872e+04	8.73366e+00	5.92306e+00	-9.44893e-03
4.10521e+03	8.28924e+04	3.62357e+00	5.41018e+00	7.68801e-03
1.35949e+03	8.42519e+04	2.69477e+00	1.63309e+00	6.58371e-03
1.32305e+04	9.74823e+04	1.65801e+00	2.24287e+00	3.38463e-03
2.10676e+03	9.95891e+04	6.00320e+00	9.06531e-02	8.07199e-03
5.80769e+03	1.05397e+05	3.43589e+00	1.71689e+00	-3.59075e-03
1.37894e+03	1.06776e+05	4.38995e+00	2.50390e+00	-7.23895e-03
1.16883e+03	1.07945e+05	1.65801e+00	1.49924e+00	-9.87697e-03
1.06150e+03	1.09006e+05	3.09986e+00	4.36401e+00	-1.83248e-03
1.32396e+03	1.10330e+05	6.71041e+00	1.65914e+00	9.84346e-04
1.22754e+03	1.11558e+05	6.61979e+00	3.64493e+00	-4.83252e-03
1.13158e+03	1.12689e+05	7.88537e+00	4.57070e+00	-6.46437e-03
1.43616e+03	1.14125e+05	7.20994e+00	2.63599e+00	2.44533e-03
1.36110e+03	1.15486e+05	4.73993e+00	2.31969e+00	9.63916e-03
1.86623e+04	1.34149e+05	2.14136e+00	1.34069e+00	-5.30311e-03
2.67395e+03	1.36823e+05	6.69911e+00	5.46340e+00	4.24996e-03
2.82818e+03	1.39651e+05	5.20656e+00	5.56465e+00	1.07171e-03
3.65176e+03	1.43303e+05	3.58386e+00	4.99226e+00	6.82620e-04
1.81408e+03	1.45117e+05	2.91538e+00	4.73641e+00	-9.37154e-03
1.30424e+03	1.46421e+05	1.07196e+00	3.77532e+00	-6.58134e-03
1.33177e+03	1.47753e+05	7.17138e+00	5.49149e+00	-4.26338e-03
1.40170e+03	1.49154e+05	6.29566e+00	6.01923e+00	8.97311e-03
1.64484e+03	1.50799e+05	2.74899e+00	3.66345e+00	5.90668e-03
4.10103e+03	1.54900e+05	6.25171e+00	3.30342e+00	9.95059e-03
1.51638e+03	1.56417e+05	1.34289e+00	3.97235e+00	1.85566e-03
7.79927e+03	1.64216e+05	7.51960e+00	2.29490e+00	3.73556e-03
1.02192e+04	1.74435e+05	8.35934e+00	4.62933e+00	-6.35045e-04
1.21693e+03	1.75652e+05	4.17861e+00	5.96740e+00	-2.95355e-03
1.21905e+03	1.76871e+05	3.62546e+00	9.10904e-01	6.91397e-03
3.15280e+03	1.80024e+05	3.54245e+00	5.26972e+00	-9.12091e-04
1.10494e+03	1.81129e+05	4.78330e+00	5.32470e+00	-9.72522e-03
9.36947e+03	1.90498e+05	5.75526e+00	4.41802e+00	-4.40219e-03
1.35037e+03	1.91849e+05	1.42975e+00	8.59828e-01	-4.43218e-03
1.03706e+03	1.92886e+05	3.11013e+00	3.61276e+00	4.03287e-03
2.16521e+04	2.14538e+05	3.48342e+00	5.72876e+00	-4.05117e-04
1.51174e+03	2.16050e+05	2.00285e+00	3.39157e+00	-2.92904e-03
1.81733e+03	2.17867e+05	1.61829e+00	9.82442e-01	-8.67054e-03
2.21055e+04	2.39972e+05	5.82758e+00	2.26656e+00	9.74157e-03
6.02889e+03	2.46001e+05	3.77218e-01	5.69835e+00	-7.05537e-03
1.35707e+03	2.47358e+05	8.29302e-01	6.17267e+00	7.83635e-05
1.84097e+03	2.49199e+05	3.83457e+00	3.61697e+00	-4.96257e-04
1.30170e+03	2.50501e+05	2.08761e+00	6.09400e+00	-2.80460e-03
1.13682e+03	2.51638e+05	4.40325e+00	1.08243e+00	1.97126e-03
1.55882e+03	2.53197e+05	2.62805e+00	4.02349e+00	5.61328e-04
1.98799e+03	2.55185e+05	1.40117e+00	1.61496e+00	8.84607e-03
6.61891e+03	2.61804e+05	1.08411e+00	1.74131e+00	-3.46936e-03
2.95756e+03	2.64761e+05	5.65782e+00	4.83822e+00	-5.86801e-04
1.27480e+03	2.66036e+05	4.16363e+00	3.80116e+00	7.97897e-03
1.25693e+03	2.67293e+05	7.87430e+00	4.06653e+00	-5.27812e-03
2.55868e+03	2.69851e+05	3.24038e+00	3.60128e+00	-3.44674e-03
4.17828e+03	2.74030e+05	2.53096e+00	3.19305e+00	-2.78952e-03
1.72380e+04	2.91268e+05	1.60641e+00	1.30989e+00	3.71570e-03
1.22263e+03	2.92490e+05	1.60023e+00	3.48949e+00	-4.16883e-03
2.47813e+03	2.94969e+05	3.03962e+00	1.10166e-01	2.23074e-03
1.94482e+03	2.96913e+05	5.72345e+00	3.24101e+00	-5.24053e-03
1.55309e+03	2.98466e+05	4.70710e+00	4.90045e+00	9.89304e-03
3.32704e+03	3.01794e+05	1.16298e+00	5.50098e+00	-5.18240e-04
1.39244e+03	3.03186e+05	3.10380e+00	3.17585e+00	2.30579e-03
3.19742e+04	3.35160e+05	5.21238e+00	1.78195e+00	9.24933e-03
2.41490e+03	3.37575e+05	2.21689e+00	6.00761e+00	1.87793e-04
4.14449e+03	3.41720e+05	8.02221e-01	3.91440e+00	-7.16213e-03
1.79477e+03	3.43514e+05	8.31106e+00	2.04932e+00	-7.09651e-03
7.95762e+03	3.51472e+05	7.63400e+00	4.20732e+00	4.73714e-03
7.29195e+03	3.58764e+05	3.83561e+00	6.16465e+00	7.87400e-03
2.28650e+03	3.61050e+05	4.63045e+00	1.80098e+00	-6.23361e-03
1.43204e+03	3.62482e+05	6.88651e+00	3.24153e-01	4.06660e-03
2.31005e+03	3.64792e+05	5.31923e+00	3.89287e+00	3.45307e-03
1.41310e+03	3.66206e+05	2.79083e+00	2.72584e+00	-6.59666e-03
2.01639e+03	3.68222e+05	2.28554e-01	4.29010e+00	-7.66682e-03
7.56323e+03	3.75785e+05	8.01794e+00	2.43766e+00	-7.87443e-03
1.93149e+03	3.77717e+05	3.53576e+00	3.85858e+00	6.31880e-03
1.46771e+03	3.79184e+05	5.34956e+00	2.79973e+00	-7.29662e-03
3.05202e+03	3.82236e+05	1.25266e+00	3.83752e+00	-6.49176e-03
2.12800e+03	3.84364e+05	4.80006e+00	3.24486e+00	5.12066e-03
2.94696e+03	3.87311e+05	1.25414e+00	1.80067e-01	6.74171e-03
1.87492e+03	3.89186e+05	6.51614e-01	2.00786e+00	-3.63933e-04
1.37029e+03	3.90557e+05	7.87321e+00	2.75715e+00	1.89571e-03
2.56743e+03	3.93124e+05	1.77518e+00	3.57088e+00	6.66886e-03
4.25091e+03	3.97375e+05	4.25191e+00	5.98253e-01	5.59669e-03
1.18181e+03	3.98557e+05	2.53379e+00	8.89854e-01	-1.41190e-03
9.91948e+03	4.08476e+05	5.72609e+00	4.84044e+00	-1.92713e-03
4.84900e+03	4.13325e+05	2.70351e+00	2.17338e+00	-3.34083e-03
4.16683e+04	4.54994e+05	8.08842e-01	2.05162e+00	9.00269e-03
8.97932e+03	4.63973e+05	2.52542e+00	3.54691e+00	-6.44707e-03
1.46668e+03	4.65440e+05	2.81868e+00	5.47194e+00	-6.45006e-03
2.25102e+03	4.67691e+05	1.19967e+00	3.24140e+00	-2.76394e-04
2.88441e+03	4.70575e+05	1.96348e+00	1.17983e+00	-2.25910e-03
1.00755e+03	4.71583e+05	2.51281e+00	3.44572e+00	-1.91292e-03
7.69105e+03	4.79274e+05	5.61977e+00	7.46137e-02	-7.38801e-03
1.27365e+03	4.80547e+05	8.09107e+00	3.03925e+00	-2.87349e-03
1.68789e+03	4.82235e+05	8.52245e-01	4.01883e+00	8.88106e-03
1.44358e+03	4.83679e+05	1.71052e+00	5.32393e+00	-9.27435e-03
1.43365e+03	4.85112e+05	4.41317e+00	3.17505e-01	-9.60637e-03
7.19867e+03	4.92311e+05	6.52937e-01	1.38256e+00	-2.55253e-03
2.91017e+03	4.95221e+05	3.44545e+00	1.37532e+00	5.64377e-04
1.23526e+03	4.96456e+05	1.60806e+00	1.72501e+00	5.97919e-04
3.07876e+03	4.99535e+05	7.22129e+00	2.01478e-01	3.15526e-03
1.21129e+03	5.00746e+05	1.89952e+00	3.69247e+00	5.34989e-03
1.88752e+03	5.02634e+05	7.26530e+00	5.83316e+00	8.92370e-03
5.25071e+03	5.07885e+05	2.17789e+00	5.52222e+00	8.88835e-03
1.83180e+03	5.09717e+05	2.94681e-01	1.85509e+00	-6.33919e-04
1.36964e+03	5.11086e+05	6.02057e+00	5.20472e+00	-5.68267e-03
1.11949e+03	5.12206e+05	4.21197e+00	5.75743e-01	-7.69613e-03
1.25490e+03	5.13461e+05	4.17362e+00	5.82189e+00	-9.48065e-03
3.34093e+03	5.16801e+05	3.16295e+00	1.41888e+00	-9.79259e-03
2.29174e+03	5.19093e+05	4.03888e+00	1.12508e+00	-1.65366e-03
1.24958e+03	5.20343e+05	8.05092e+00	2.04015e+00	-5.75691e-03
1.95295e+03	5.22296e+05	3.92080e+00	3.06263e+00	9.95106e-03
3.55546e+03	5.25851e+05	7.60731e+00	1.89945e+00	-8.33388e-03
6.42165e+03	5.32273e+05	8.19187e+00	2.11772e-01	9.24938e-03
5.43203e+03	5.37705e+05	1.38174e+00	2.30550e-01	5.89583e-03
1.01612e+04	5.47866e+05	5.47859e+00	4.81865e+00	2.89354e-05
6.77223e+03	5.54638e+05	1.23526e+00	2.66456e+00	5.67895e-03
1.02674e+03	5.55665e+05	1.99041e+00	2.69863e+00	7.18989e-03
1.71640e+03	5.57381e+05	8.47576e+00	2.79353e+00	7.43731e-03
1.87671e+03	5.59258e+05	3.27775e+00	1.36494e+00	3.05757e-03
2.86717e+03	5.62125e+05	2.25983e+00	2.93790e+00	-6.12669e-03
1.12020e+03	5.63245e+05	5.14686e+00	2.28805e+00	5.07416e-03
1.28778e+03	5.64533e+05	2.86006e+00	5.89575e+00	-1.11862e-03
2.08659e+03	5.66620e+05	3.90885e+00	1.58963e+00	8.38636e-03
1.79072e+04	5.84527e+05	1.11191e+00	3.98787e-01	-2.88665e-03
2.07032e+03	5.86597e+05	3.19474e+00	2.04161e-01	5.71893e-03
1.59877e+03	5.88196e+05	2.13156e-01	2.89524e+00	-2.41495e-03
2.21992e+03	5.90416e+05	3.79744e+00	5.70351e+00	-2.90543e-03
2.02534e+03	5.92441e+05	8.61982e+00	1.75048e+00	7.41012e-03
2.28394e+03	5.94725e+05	2.75022e+00	1.46651e+00	-9.77554e-03
1.13401e+03	5.95859e+05	2.98514e+00	3.10366e+00	-3.16381e-03
1.52661e+03	5.97386e+05	5.70193e+00	5.08094e+00	2.63249e-03
1.60818e+03	5.98994e+05	2.75643e+00	1.48649e+00	8.29711e-03
2.95704e+03	6.01951e+05	5.54435e+00	2.00640e-01	7.50754e-03
4.58799e+03	6.06539e+05	3.12325e+00	1.34861e+00	-9.31214e-03
1.51122e+03	6.08050e+05	2.41101e+00	5.86580e+00	-2.20603e-03
2.00138e+03	6.10052e+05	8.36207e+00	6.27504e+00	-2.36263e-03
