#log n	log T	log cool/n2	log heat/n2
 -6.00	 1.00	    -25.332	    -21.168
 -6.00	 1.10	    -25.276	    -21.209
 -6.00	 1.20	    -25.219	    -21.250
 -6.00	 1.30	    -25.162	    -21.293
 -6.00	 1.40	    -25.101	    -21.336
 -6.00	 1.50	    -25.035	    -21.379
 -6.00	 1.60	    -24.965	    -21.423
 -6.00	 1.70	    -24.893	    -21.468
 -6.00	 1.80	    -24.819	    -21.513
 -6.00	 1.90	    -24.738	    -21.559
 -6.00	 2.00	    -24.636	    -21.605
 -6.00	 2.10	    -24.504	    -21.652
 -6.00	 2.20	    -24.344	    -21.698
 -6.00	 2.30	    -24.168	    -21.742
 -6.00	 2.40	    -23.990	    -21.786
 -6.00	 2.50	    -23.826	    -21.831
 -6.00	 2.60	    -23.679	    -21.875
 -6.00	 2.70	    -23.552	    -21.920
 -6.00	 2.80	    -23.445	    -21.965
 -6.00	 2.90	    -23.360	    -22.011
 -6.00	 3.00	    -23.299	    -22.057
 -6.00	 3.10	    -23.263	    -22.103
 -6.00	 3.20	    -23.250	    -22.148
 -6.00	 3.30	    -23.257	    -22.194
 -6.00	 3.40	    -23.282	    -22.238
 -6.00	 3.50	    -23.320	    -22.282
 -6.00	 3.60	    -23.366	    -22.325
 -6.00	 3.70	    -23.414	    -22.368
 -6.00	 3.80	    -23.459	    -22.409
 -6.00	 3.90	    -23.494	    -22.449
 -6.00	 4.00	    -23.517	    -22.487
 -6.00	 4.10	    -23.524	    -22.525
 -6.00	 4.20	    -23.510	    -22.561
 -6.00	 4.30	    -23.466	    -22.596
 -6.00	 4.40	    -23.385	    -22.630
 -6.00	 4.50	    -23.273	    -22.662
 -6.00	 4.60	    -23.149	    -22.693
 -6.00	 4.70	    -23.030	    -22.723
 -6.00	 4.80	    -22.924	    -22.752
 -6.00	 4.90	    -22.826	    -22.780
 -6.00	 5.00	    -22.728	    -22.808
 -5.90	 1.00	    -25.341	    -21.199
 -5.90	 1.10	    -25.284	    -21.239
 -5.90	 1.20	    -25.227	    -21.279
 -5.90	 1.30	    -25.169	    -21.320
 -5.90	 1.40	    -25.105	    -21.362
 -5.90	 1.50	    -25.035	    -21.405
 -5.90	 1.60	    -24.957	    -21.448
 -5.90	 1.70	    -24.875	    -21.492
 -5.90	 1.80	    -24.791	    -21.536
 -5.90	 1.90	    -24.703	    -21.581
 -5.90	 2.00	    -24.596	    -21.627
 -5.90	 2.10	    -24.460	    -21.673
 -5.90	 2.20	    -24.296	    -21.718
 -5.90	 2.30	    -24.117	    -21.762
 -5.90	 2.40	    -23.938	    -21.807
 -5.90	 2.50	    -23.773	    -21.851
 -5.90	 2.60	    -23.627	    -21.895
 -5.90	 2.70	    -23.501	    -21.941
 -5.90	 2.80	    -23.396	    -21.986
 -5.90	 2.90	    -23.314	    -22.033
 -5.90	 3.00	    -23.255	    -22.079
 -5.90	 3.10	    -23.220	    -22.127
 -5.90	 3.20	    -23.206	    -22.174
 -5.90	 3.30	    -23.212	    -22.221
 -5.90	 3.40	    -23.233	    -22.267
 -5.90	 3.50	    -23.267	    -22.313
 -5.90	 3.60	    -23.309	    -22.358
 -5.90	 3.70	    -23.355	    -22.402
 -5.90	 3.80	    -23.400	    -22.444
 -5.90	 3.90	    -23.438	    -22.485
 -5.90	 4.00	    -23.468	    -22.525
 -5.90	 4.10	    -23.483	    -22.564
 -5.90	 4.20	    -23.477	    -22.602
 -5.90	 4.30	    -23.437	    -22.639
 -5.90	 4.40	    -23.351	    -22.674
 -5.90	 4.50	    -23.228	    -22.707
 -5.90	 4.60	    -23.091	    -22.739
 -5.90	 4.70	    -22.962	    -22.770
 -5.90	 4.80	    -22.847	    -22.799
 -5.90	 4.90	    -22.744	    -22.829
 -5.90	 5.00	    -22.647	    -22.858
 -5.80	 1.00	    -25.350	    -21.232
 -5.80	 1.10	    -25.293	    -21.270
 -5.80	 1.20	    -25.236	    -21.310
 -5.80	 1.30	    -25.176	    -21.350
 -5.80	 1.40	    -25.109	    -21.391
 -5.80	 1.50	    -25.032	    -21.432
 -5.80	 1.60	    -24.945	    -21.474
 -5.80	 1.70	    -24.850	    -21.517
 -5.80	 1.80	    -24.755	    -21.560
 -5.80	 1.90	    -24.659	    -21.604
 -5.80	 2.00	    -24.549	    -21.649
 -5.80	 2.10	    -24.414	    -21.694
 -5.80	 2.20	    -24.251	    -21.739
 -5.80	 2.30	    -24.073	    -21.784
 -5.80	 2.40	    -23.896	    -21.827
 -5.80	 2.50	    -23.732	    -21.872
 -5.80	 2.60	    -23.587	    -21.916
 -5.80	 2.70	    -23.461	    -21.962
 -5.80	 2.80	    -23.357	    -22.007
 -5.80	 2.90	    -23.276	    -22.054
 -5.80	 3.00	    -23.219	    -22.101
 -5.80	 3.10	    -23.184	    -22.149
 -5.80	 3.20	    -23.171	    -22.198
 -5.80	 3.30	    -23.175	    -22.246
 -5.80	 3.40	    -23.195	    -22.294
 -5.80	 3.50	    -23.226	    -22.342
 -5.80	 3.60	    -23.265	    -22.388
 -5.80	 3.70	    -23.307	    -22.433
 -5.80	 3.80	    -23.350	    -22.477
 -5.80	 3.90	    -23.388	    -22.519
 -5.80	 4.00	    -23.420	    -22.561
 -5.80	 4.10	    -23.440	    -22.601
 -5.80	 4.20	    -23.437	    -22.641
 -5.80	 4.30	    -23.397	    -22.679
 -5.80	 4.40	    -23.304	    -22.715
 -5.80	 4.50	    -23.169	    -22.750
 -5.80	 4.60	    -23.020	    -22.782
 -5.80	 4.70	    -22.882	    -22.813
 -5.80	 4.80	    -22.759	    -22.844
 -5.80	 4.90	    -22.651	    -22.874
 -5.80	 5.00	    -22.553	    -22.905
 -5.70	 1.00	    -25.358	    -21.266
 -5.70	 1.10	    -25.301	    -21.304
 -5.70	 1.20	    -25.244	    -21.342
 -5.70	 1.30	    -25.182	    -21.381
 -5.70	 1.40	    -25.112	    -21.421
 -5.70	 1.50	    -25.028	    -21.462
 -5.70	 1.60	    -24.929	    -21.502
 -5.70	 1.70	    -24.821	    -21.544
 -5.70	 1.80	    -24.712	    -21.586
 -5.70	 1.90	    -24.607	    -21.630
 -5.70	 2.00	    -24.495	    -21.673
 -5.70	 2.10	    -24.364	    -21.718
 -5.70	 2.20	    -24.207	    -21.762
 -5.70	 2.30	    -24.035	    -21.806
 -5.70	 2.40	    -23.863	    -21.850
 -5.70	 2.50	    -23.702	    -21.894
 -5.70	 2.60	    -23.558	    -21.938
 -5.70	 2.70	    -23.432	    -21.983
 -5.70	 2.80	    -23.329	    -22.029
 -5.70	 2.90	    -23.248	    -22.076
 -5.70	 3.00	    -23.191	    -22.123
 -5.70	 3.10	    -23.156	    -22.171
 -5.70	 3.20	    -23.142	    -22.221
 -5.70	 3.30	    -23.146	    -22.270
 -5.70	 3.40	    -23.164	    -22.319
 -5.70	 3.50	    -23.193	    -22.368
 -5.70	 3.60	    -23.229	    -22.416
 -5.70	 3.70	    -23.269	    -22.463
 -5.70	 3.80	    -23.309	    -22.508
 -5.70	 3.90	    -23.346	    -22.552
 -5.70	 4.00	    -23.378	    -22.594
 -5.70	 4.10	    -23.398	    -22.636
 -5.70	 4.20	    -23.395	    -22.677
 -5.70	 4.30	    -23.351	    -22.717
 -5.70	 4.40	    -23.249	    -22.754
 -5.70	 4.50	    -23.102	    -22.789
 -5.70	 4.60	    -22.941	    -22.822
 -5.70	 4.70	    -22.793	    -22.854
 -5.70	 4.80	    -22.663	    -22.885
 -5.70	 4.90	    -22.550	    -22.916
 -5.70	 5.00	    -22.452	    -22.949
 -5.60	 1.00	    -25.366	    -21.301
 -5.60	 1.10	    -25.309	    -21.338
 -5.60	 1.20	    -25.251	    -21.376
 -5.60	 1.30	    -25.189	    -21.415
 -5.60	 1.40	    -25.115	    -21.453
 -5.60	 1.50	    -25.022	    -21.493
 -5.60	 1.60	    -24.910	    -21.533
 -5.60	 1.70	    -24.787	    -21.573
 -5.60	 1.80	    -24.665	    -21.615
 -5.60	 1.90	    -24.550	    -21.657
 -5.60	 2.00	    -24.437	    -21.699
 -5.60	 2.10	    -24.311	    -21.743
 -5.60	 2.20	    -24.164	    -21.786
 -5.60	 2.30	    -24.001	    -21.830
 -5.60	 2.40	    -23.836	    -21.873
 -5.60	 2.50	    -23.681	    -21.917
 -5.60	 2.60	    -23.539	    -21.962
 -5.60	 2.70	    -23.415	    -22.007
 -5.60	 2.80	    -23.311	    -22.052
 -5.60	 2.90	    -23.230	    -22.098
 -5.60	 3.00	    -23.171	    -22.145
 -5.60	 3.10	    -23.135	    -22.194
 -5.60	 3.20	    -23.120	    -22.243
 -5.60	 3.30	    -23.122	    -22.293
 -5.60	 3.40	    -23.139	    -22.343
 -5.60	 3.50	    -23.166	    -22.393
 -5.60	 3.60	    -23.201	    -22.442
 -5.60	 3.70	    -23.239	    -22.490
 -5.60	 3.80	    -23.277	    -22.537
 -5.60	 3.90	    -23.312	    -22.581
 -5.60	 4.00	    -23.341	    -22.625
 -5.60	 4.10	    -23.359	    -22.668
 -5.60	 4.20	    -23.354	    -22.711
 -5.60	 4.30	    -23.302	    -22.752
 -5.60	 4.40	    -23.189	    -22.790
 -5.60	 4.50	    -23.029	    -22.825
 -5.60	 4.60	    -22.859	    -22.859
 -5.60	 4.70	    -22.701	    -22.890
 -5.60	 4.80	    -22.563	    -22.922
 -5.60	 4.90	    -22.444	    -22.955
 -5.60	 5.00	    -22.344	    -22.989
 -5.50	 1.00	    -25.374	    -21.336
 -5.50	 1.10	    -25.317	    -21.374
 -5.50	 1.20	    -25.259	    -21.411
 -5.50	 1.30	    -25.195	    -21.449
 -5.50	 1.40	    -25.117	    -21.487
 -5.50	 1.50	    -25.015	    -21.526
 -5.50	 1.60	    -24.890	    -21.565
 -5.50	 1.70	    -24.751	    -21.604
 -5.50	 1.80	    -24.616	    -21.645
 -5.50	 1.90	    -24.492	    -21.686
 -5.50	 2.00	    -24.376	    -21.728
 -5.50	 2.10	    -24.256	    -21.770
 -5.50	 2.20	    -24.119	    -21.813
 -5.50	 2.30	    -23.969	    -21.855
 -5.50	 2.40	    -23.815	    -21.898
 -5.50	 2.50	    -23.667	    -21.942
 -5.50	 2.60	    -23.530	    -21.986
 -5.50	 2.70	    -23.408	    -22.031
 -5.50	 2.80	    -23.304	    -22.076
 -5.50	 2.90	    -23.221	    -22.122
 -5.50	 3.00	    -23.161	    -22.169
 -5.50	 3.10	    -23.123	    -22.216
 -5.50	 3.20	    -23.104	    -22.265
 -5.50	 3.30	    -23.104	    -22.315
 -5.50	 3.40	    -23.118	    -22.365
 -5.50	 3.50	    -23.144	    -22.416
 -5.50	 3.60	    -23.177	    -22.466
 -5.50	 3.70	    -23.214	    -22.515
 -5.50	 3.80	    -23.250	    -22.563
 -5.50	 3.90	    -23.283	    -22.609
 -5.50	 4.00	    -23.310	    -22.654
 -5.50	 4.10	    -23.325	    -22.698
 -5.50	 4.20	    -23.314	    -22.742
 -5.50	 4.30	    -23.253	    -22.784
 -5.50	 4.40	    -23.128	    -22.823
 -5.50	 4.50	    -22.956	    -22.859
 -5.50	 4.60	    -22.776	    -22.892
 -5.50	 4.70	    -22.609	    -22.924
 -5.50	 4.80	    -22.462	    -22.956
 -5.50	 4.90	    -22.337	    -22.989
 -5.50	 5.00	    -22.234	    -23.025
 -5.40	 1.00	    -25.381	    -21.371
 -5.40	 1.10	    -25.324	    -21.409
 -5.40	 1.20	    -25.266	    -21.447
 -5.40	 1.30	    -25.200	    -21.484
 -5.40	 1.40	    -25.118	    -21.522
 -5.40	 1.50	    -25.007	    -21.560
 -5.40	 1.60	    -24.868	    -21.599
 -5.40	 1.70	    -24.716	    -21.637
 -5.40	 1.80	    -24.568	    -21.677
 -5.40	 1.90	    -24.436	    -21.717
 -5.40	 2.00	    -24.317	    -21.758
 -5.40	 2.10	    -24.201	    -21.799
 -5.40	 2.20	    -24.074	    -21.841
 -5.40	 2.30	    -23.937	    -21.883
 -5.40	 2.40	    -23.796	    -21.925
 -5.40	 2.50	    -23.658	    -21.968
 -5.40	 2.60	    -23.528	    -22.012
 -5.40	 2.70	    -23.409	    -22.056
 -5.40	 2.80	    -23.306	    -22.101
 -5.40	 2.90	    -23.223	    -22.147
 -5.40	 3.00	    -23.161	    -22.193
 -5.40	 3.10	    -23.119	    -22.240
 -5.40	 3.20	    -23.096	    -22.288
 -5.40	 3.30	    -23.092	    -22.337
 -5.40	 3.40	    -23.103	    -22.388
 -5.40	 3.50	    -23.127	    -22.438
 -5.40	 3.60	    -23.158	    -22.489
 -5.40	 3.70	    -23.192	    -22.539
 -5.40	 3.80	    -23.226	    -22.587
 -5.40	 3.90	    -23.257	    -22.634
 -5.40	 4.00	    -23.281	    -22.680
 -5.40	 4.10	    -23.292	    -22.726
 -5.40	 4.20	    -23.275	    -22.771
 -5.40	 4.30	    -23.205	    -22.814
 -5.40	 4.40	    -23.067	    -22.853
 -5.40	 4.50	    -22.884	    -22.889
 -5.40	 4.60	    -22.696	    -22.922
 -5.40	 4.70	    -22.520	    -22.954
 -5.40	 4.80	    -22.364	    -22.986
 -5.40	 4.90	    -22.231	    -23.019
 -5.40	 5.00	    -22.124	    -23.058
 -5.30	 1.00	    -25.388	    -21.406
 -5.30	 1.10	    -25.331	    -21.444
 -5.30	 1.20	    -25.272	    -21.482
 -5.30	 1.30	    -25.205	    -21.520
 -5.30	 1.40	    -25.118	    -21.558
 -5.30	 1.50	    -24.998	    -21.596
 -5.30	 1.60	    -24.847	    -21.634
 -5.30	 1.70	    -24.683	    -21.672
 -5.30	 1.80	    -24.524	    -21.711
 -5.30	 1.90	    -24.384	    -21.750
 -5.30	 2.00	    -24.261	    -21.790
 -5.30	 2.10	    -24.147	    -21.830
 -5.30	 2.20	    -24.030	    -21.871
 -5.30	 2.30	    -23.906	    -21.912
 -5.30	 2.40	    -23.779	    -21.954
 -5.30	 2.50	    -23.652	    -21.996
 -5.30	 2.60	    -23.530	    -22.040
 -5.30	 2.70	    -23.416	    -22.083
 -5.30	 2.80	    -23.317	    -22.128
 -5.30	 2.90	    -23.233	    -22.173
 -5.30	 3.00	    -23.169	    -22.218
 -5.30	 3.10	    -23.123	    -22.265
 -5.30	 3.20	    -23.096	    -22.312
 -5.30	 3.30	    -23.087	    -22.361
 -5.30	 3.40	    -23.094	    -22.410
 -5.30	 3.50	    -23.113	    -22.461
 -5.30	 3.60	    -23.142	    -22.511
 -5.30	 3.70	    -23.174	    -22.561
 -5.30	 3.80	    -23.206	    -22.611
 -5.30	 3.90	    -23.234	    -22.658
 -5.30	 4.00	    -23.255	    -22.705
 -5.30	 4.10	    -23.262	    -22.752
 -5.30	 4.20	    -23.237	    -22.797
 -5.30	 4.30	    -23.156	    -22.841
 -5.30	 4.40	    -23.008	    -22.881
 -5.30	 4.50	    -22.816	    -22.918
 -5.30	 4.60	    -22.620	    -22.951
 -5.30	 4.70	    -22.437	    -22.982
 -5.30	 4.80	    -22.272	    -23.013
 -5.30	 4.90	    -22.130	    -23.046
 -5.30	 5.00	    -22.017	    -23.086
 -5.20	 1.00	    -25.394	    -21.439
 -5.20	 1.10	    -25.337	    -21.478
 -5.20	 1.20	    -25.278	    -21.517
 -5.20	 1.30	    -25.209	    -21.555
 -5.20	 1.40	    -25.117	    -21.593
 -5.20	 1.50	    -24.990	    -21.631
 -5.20	 1.60	    -24.828	    -21.669
 -5.20	 1.70	    -24.653	    -21.707
 -5.20	 1.80	    -24.485	    -21.746
 -5.20	 1.90	    -24.338	    -21.784
 -5.20	 2.00	    -24.211	    -21.823
 -5.20	 2.10	    -24.098	    -21.863
 -5.20	 2.20	    -23.988	    -21.903
 -5.20	 2.30	    -23.875	    -21.944
 -5.20	 2.40	    -23.761	    -21.985
 -5.20	 2.50	    -23.646	    -22.026
 -5.20	 2.60	    -23.534	    -22.069
 -5.20	 2.70	    -23.427	    -22.112
 -5.20	 2.80	    -23.332	    -22.155
 -5.20	 2.90	    -23.250	    -22.200
 -5.20	 3.00	    -23.184	    -22.245
 -5.20	 3.10	    -23.136	    -22.291
 -5.20	 3.20	    -23.104	    -22.337
 -5.20	 3.30	    -23.089	    -22.385
 -5.20	 3.40	    -23.091	    -22.434
 -5.20	 3.50	    -23.105	    -22.484
 -5.20	 3.60	    -23.130	    -22.534
 -5.20	 3.70	    -23.159	    -22.584
 -5.20	 3.80	    -23.187	    -22.633
 -5.20	 3.90	    -23.212	    -22.682
 -5.20	 4.00	    -23.230	    -22.729
 -5.20	 4.10	    -23.232	    -22.776
 -5.20	 4.20	    -23.200	    -22.822
 -5.20	 4.30	    -23.108	    -22.867
 -5.20	 4.40	    -22.951	    -22.908
 -5.20	 4.50	    -22.752	    -22.944
 -5.20	 4.60	    -22.550	    -22.978
 -5.20	 4.70	    -22.361	    -23.009
 -5.20	 4.80	    -22.188	    -23.039
 -5.20	 4.90	    -22.039	    -23.072
 -5.20	 5.00	    -21.918	    -23.113
 -5.10	 1.00	    -25.400	    -21.469
 -5.10	 1.10	    -25.343	    -21.510
 -5.10	 1.20	    -25.283	    -21.550
 -5.10	 1.30	    -25.212	    -21.589
 -5.10	 1.40	    -25.116	    -21.628
 -5.10	 1.50	    -24.982	    -21.667
 -5.10	 1.60	    -24.812	    -21.705
 -5.10	 1.70	    -24.628	    -21.743
 -5.10	 1.80	    -24.453	    -21.781
 -5.10	 1.90	    -24.299	    -21.820
 -5.10	 2.00	    -24.168	    -21.858
 -5.10	 2.10	    -24.054	    -21.897
 -5.10	 2.20	    -23.948	    -21.937
 -5.10	 2.30	    -23.845	    -21.977
 -5.10	 2.40	    -23.742	    -22.017
 -5.10	 2.50	    -23.639	    -22.058
 -5.10	 2.60	    -23.537	    -22.099
 -5.10	 2.70	    -23.439	    -22.142
 -5.10	 2.80	    -23.349	    -22.185
 -5.10	 2.90	    -23.270	    -22.228
 -5.10	 3.00	    -23.205	    -22.272
 -5.10	 3.10	    -23.154	    -22.318
 -5.10	 3.20	    -23.119	    -22.364
 -5.10	 3.30	    -23.099	    -22.411
 -5.10	 3.40	    -23.094	    -22.459
 -5.10	 3.50	    -23.104	    -22.508
 -5.10	 3.60	    -23.123	    -22.557
 -5.10	 3.70	    -23.148	    -22.607
 -5.10	 3.80	    -23.172	    -22.656
 -5.10	 3.90	    -23.194	    -22.705
 -5.10	 4.00	    -23.207	    -22.752
 -5.10	 4.10	    -23.202	    -22.800
 -5.10	 4.20	    -23.162	    -22.847
 -5.10	 4.30	    -23.061	    -22.892
 -5.10	 4.40	    -22.896	    -22.933
 -5.10	 4.50	    -22.692	    -22.971
 -5.10	 4.60	    -22.487	    -23.004
 -5.10	 4.70	    -22.293	    -23.036
 -5.10	 4.80	    -22.115	    -23.066
 -5.10	 4.90	    -21.958	    -23.098
 -5.10	 5.00	    -21.831	    -23.140
 -5.00	 1.00	    -25.405	    -21.498
 -5.00	 1.10	    -25.348	    -21.540
 -5.00	 1.20	    -25.287	    -21.581
 -5.00	 1.30	    -25.214	    -21.622
 -5.00	 1.40	    -25.114	    -21.662
 -5.00	 1.50	    -24.974	    -21.701
 -5.00	 1.60	    -24.798	    -21.740
 -5.00	 1.70	    -24.608	    -21.779
 -5.00	 1.80	    -24.427	    -21.817
 -5.00	 1.90	    -24.268	    -21.856
 -5.00	 2.00	    -24.133	    -21.894
 -5.00	 2.10	    -24.017	    -21.933
 -5.00	 2.20	    -23.914	    -21.972
 -5.00	 2.30	    -23.816	    -22.011
 -5.00	 2.40	    -23.723	    -22.051
 -5.00	 2.50	    -23.630	    -22.091
 -5.00	 2.60	    -23.538	    -22.132
 -5.00	 2.70	    -23.449	    -22.173
 -5.00	 2.80	    -23.365	    -22.215
 -5.00	 2.90	    -23.291	    -22.258
 -5.00	 3.00	    -23.228	    -22.301
 -5.00	 3.10	    -23.177	    -22.346
 -5.00	 3.20	    -23.139	    -22.391
 -5.00	 3.30	    -23.114	    -22.437
 -5.00	 3.40	    -23.104	    -22.485
 -5.00	 3.50	    -23.108	    -22.533
 -5.00	 3.60	    -23.122	    -22.581
 -5.00	 3.70	    -23.141	    -22.631
 -5.00	 3.80	    -23.162	    -22.680
 -5.00	 3.90	    -23.178	    -22.728
 -5.00	 4.00	    -23.186	    -22.776
 -5.00	 4.10	    -23.175	    -22.824
 -5.00	 4.20	    -23.126	    -22.871
 -5.00	 4.30	    -23.015	    -22.917
 -5.00	 4.40	    -22.844	    -22.959
 -5.00	 4.50	    -22.637	    -22.997
 -5.00	 4.60	    -22.429	    -23.032
 -5.00	 4.70	    -22.232	    -23.064
 -5.00	 4.80	    -22.050	    -23.094
 -5.00	 4.90	    -21.889	    -23.127
 -5.00	 5.00	    -21.757	    -23.171
 -4.90	 1.00	    -25.409	    -21.524
 -4.90	 1.10	    -25.352	    -21.568
 -4.90	 1.20	    -25.290	    -21.610
 -4.90	 1.30	    -25.214	    -21.652
 -4.90	 1.40	    -25.112	    -21.693
 -4.90	 1.50	    -24.968	    -21.734
 -4.90	 1.60	    -24.787	    -21.774
 -4.90	 1.70	    -24.593	    -21.814
 -4.90	 1.80	    -24.409	    -21.853
 -4.90	 1.90	    -24.245	    -21.892
 -4.90	 2.00	    -24.105	    -21.931
 -4.90	 2.10	    -23.987	    -21.969
 -4.90	 2.20	    -23.884	    -22.008
 -4.90	 2.30	    -23.790	    -22.047
 -4.90	 2.40	    -23.704	    -22.086
 -4.90	 2.50	    -23.620	    -22.126
 -4.90	 2.60	    -23.537	    -22.166
 -4.90	 2.70	    -23.456	    -22.207
 -4.90	 2.80	    -23.380	    -22.248
 -4.90	 2.90	    -23.311	    -22.290
 -4.90	 3.00	    -23.251	    -22.332
 -4.90	 3.10	    -23.201	    -22.376
 -4.90	 3.20	    -23.161	    -22.420
 -4.90	 3.30	    -23.134	    -22.465
 -4.90	 3.40	    -23.120	    -22.512
 -4.90	 3.50	    -23.118	    -22.559
 -4.90	 3.60	    -23.126	    -22.607
 -4.90	 3.70	    -23.141	    -22.655
 -4.90	 3.80	    -23.156	    -22.704
 -4.90	 3.90	    -23.167	    -22.752
 -4.90	 4.00	    -23.169	    -22.801
 -4.90	 4.10	    -23.151	    -22.849
 -4.90	 4.20	    -23.092	    -22.896
 -4.90	 4.30	    -22.972	    -22.942
 -4.90	 4.40	    -22.795	    -22.985
 -4.90	 4.50	    -22.585	    -23.024
 -4.90	 4.60	    -22.376	    -23.061
 -4.90	 4.70	    -22.177	    -23.094
 -4.90	 4.80	    -21.993	    -23.126
 -4.90	 4.90	    -21.831	    -23.160
 -4.90	 5.00	    -21.697	    -23.207
 -4.80	 1.00	    -25.414	    -21.547
 -4.80	 1.10	    -25.356	    -21.592
 -4.80	 1.20	    -25.292	    -21.637
 -4.80	 1.30	    -25.214	    -21.680
 -4.80	 1.40	    -25.108	    -21.723
 -4.80	 1.50	    -24.962	    -21.765
 -4.80	 1.60	    -24.780	    -21.806
 -4.80	 1.70	    -24.584	    -21.847
 -4.80	 1.80	    -24.396	    -21.887
 -4.80	 1.90	    -24.229	    -21.927
 -4.80	 2.00	    -24.085	    -21.966
 -4.80	 2.10	    -23.963	    -22.006
 -4.80	 2.20	    -23.859	    -22.045
 -4.80	 2.30	    -23.768	    -22.084
 -4.80	 2.40	    -23.685	    -22.123
 -4.80	 2.50	    -23.608	    -22.162
 -4.80	 2.60	    -23.533	    -22.201
 -4.80	 2.70	    -23.460	    -22.241
 -4.80	 2.80	    -23.391	    -22.282
 -4.80	 2.90	    -23.328	    -22.323
 -4.80	 3.00	    -23.272	    -22.364
 -4.80	 3.10	    -23.224	    -22.407
 -4.80	 3.20	    -23.185	    -22.450
 -4.80	 3.30	    -23.156	    -22.495
 -4.80	 3.40	    -23.139	    -22.540
 -4.80	 3.50	    -23.133	    -22.587
 -4.80	 3.60	    -23.136	    -22.634
 -4.80	 3.70	    -23.145	    -22.681
 -4.80	 3.80	    -23.156	    -22.729
 -4.80	 3.90	    -23.161	    -22.778
 -4.80	 4.00	    -23.156	    -22.826
 -4.80	 4.10	    -23.130	    -22.874
 -4.80	 4.20	    -23.061	    -22.922
 -4.80	 4.30	    -22.932	    -22.968
 -4.80	 4.40	    -22.748	    -23.012
 -4.80	 4.50	    -22.536	    -23.053
 -4.80	 4.60	    -22.325	    -23.090
 -4.80	 4.70	    -22.125	    -23.126
 -4.80	 4.80	    -21.942	    -23.159
 -4.80	 4.90	    -21.780	    -23.196
 -4.80	 5.00	    -21.648	    -23.250
 -4.70	 1.00	    -25.418	    -21.568
 -4.70	 1.10	    -25.359	    -21.615
 -4.70	 1.20	    -25.293	    -21.661
 -4.70	 1.30	    -25.212	    -21.706
 -4.70	 1.40	    -25.103	    -21.750
 -4.70	 1.50	    -24.956	    -21.794
 -4.70	 1.60	    -24.774	    -21.836
 -4.70	 1.70	    -24.579	    -21.879
 -4.70	 1.80	    -24.390	    -21.920
 -4.70	 1.90	    -24.220	    -21.961
 -4.70	 2.00	    -24.072	    -22.001
 -4.70	 2.10	    -23.946	    -22.041
 -4.70	 2.20	    -23.839	    -22.081
 -4.70	 2.30	    -23.748	    -22.120
 -4.70	 2.40	    -23.668	    -22.160
 -4.70	 2.50	    -23.595	    -22.199
 -4.70	 2.60	    -23.527	    -22.238
 -4.70	 2.70	    -23.461	    -22.277
 -4.70	 2.80	    -23.399	    -22.317
 -4.70	 2.90	    -23.342	    -22.358
 -4.70	 3.00	    -23.290	    -22.398
 -4.70	 3.10	    -23.246	    -22.440
 -4.70	 3.20	    -23.208	    -22.483
 -4.70	 3.30	    -23.179	    -22.526
 -4.70	 3.40	    -23.160	    -22.571
 -4.70	 3.50	    -23.150	    -22.616
 -4.70	 3.60	    -23.150	    -22.662
 -4.70	 3.70	    -23.155	    -22.709
 -4.70	 3.80	    -23.160	    -22.756
 -4.70	 3.90	    -23.160	    -22.804
 -4.70	 4.00	    -23.148	    -22.852
 -4.70	 4.10	    -23.112	    -22.901
 -4.70	 4.20	    -23.033	    -22.948
 -4.70	 4.30	    -22.895	    -22.995
 -4.70	 4.40	    -22.706	    -23.039
 -4.70	 4.50	    -22.491	    -23.081
 -4.70	 4.60	    -22.277	    -23.121
 -4.70	 4.70	    -22.076	    -23.158
 -4.70	 4.80	    -21.893	    -23.195
 -4.70	 4.90	    -21.734	    -23.236
 -4.70	 5.00	    -21.606	    -23.298
 -4.60	 1.00	    -25.422	    -21.587
 -4.60	 1.10	    -25.362	    -21.635
 -4.60	 1.20	    -25.293	    -21.682
 -4.60	 1.30	    -25.209	    -21.729
 -4.60	 1.40	    -25.097	    -21.775
 -4.60	 1.50	    -24.949	    -21.820
 -4.60	 1.60	    -24.770	    -21.864
 -4.60	 1.70	    -24.577	    -21.908
 -4.60	 1.80	    -24.389	    -21.951
 -4.60	 1.90	    -24.217	    -21.993
 -4.60	 2.00	    -24.065	    -22.035
 -4.60	 2.10	    -23.935	    -22.076
 -4.60	 2.20	    -23.825	    -22.117
 -4.60	 2.30	    -23.732	    -22.157
 -4.60	 2.40	    -23.653	    -22.196
 -4.60	 2.50	    -23.584	    -22.236
 -4.60	 2.60	    -23.520	    -22.275
 -4.60	 2.70	    -23.460	    -22.314
 -4.60	 2.80	    -23.404	    -22.354
 -4.60	 2.90	    -23.353	    -22.394
 -4.60	 3.00	    -23.306	    -22.434
 -4.60	 3.10	    -23.265	    -22.475
 -4.60	 3.20	    -23.230	    -22.516
 -4.60	 3.30	    -23.202	    -22.559
 -4.60	 3.40	    -23.182	    -22.602
 -4.60	 3.50	    -23.171	    -22.647
 -4.60	 3.60	    -23.167	    -22.692
 -4.60	 3.70	    -23.168	    -22.738
 -4.60	 3.80	    -23.169	    -22.784
 -4.60	 3.90	    -23.162	    -22.831
 -4.60	 4.00	    -23.143	    -22.879
 -4.60	 4.10	    -23.098	    -22.927
 -4.60	 4.20	    -23.009	    -22.975
