 MODEL DESIGNATION: MW_center           
 MODEL GENERATED: Mon Nov 28 15:05:08 2022

              RESULTS FOR THE **STELLAR** WIND POWER AND ENERGY

                             POWER [ERG/SEC]                  ENERGY [ERG]               MOMENTUM FLUX [DYN]      
    TIME           ALL      OB      RSG      LBV       WR          ALL         ALL      OB      RSG      LBV       WR        
 .56310E+08      35.375   35.367   33.595  -30.000  -30.000      54.207      27.855   27.657   27.419  -30.000  -30.000
 .56410E+08      35.371   35.364   33.593  -30.000  -30.000      54.207      27.853   27.654   27.417  -30.000  -30.000
 .56510E+08      35.357   35.349   33.593  -30.000  -30.000      54.207      27.843   27.639   27.417  -30.000  -30.000
 .56610E+08      35.356   35.348   33.591  -30.000  -30.000      54.207      27.842   27.638   27.415  -30.000  -30.000
 .56710E+08      35.352   35.344   33.590  -30.000  -30.000      54.207      27.839   27.634   27.414  -30.000  -30.000
 .56810E+08      35.354   35.347   33.588  -30.000  -30.000      54.207      27.840   27.637   27.412  -30.000  -30.000
 .56910E+08      35.354   35.346   33.586  -30.000  -30.000      54.207      27.839   27.637   27.410  -30.000  -30.000
 .57010E+08      35.345   35.337   33.585  -30.000  -30.000      54.207      27.833   27.628   27.409  -30.000  -30.000
 .57110E+08      35.344   35.336   33.584  -30.000  -30.000      54.207      27.832   27.627   27.407  -30.000  -30.000
 .57210E+08      35.343   35.335   33.582  -30.000  -30.000      54.207      27.831   27.626   27.406  -30.000  -30.000
 .57310E+08      35.350   35.343   33.580  -30.000  -30.000      54.207      27.835   27.634   27.404  -30.000  -30.000
 .57410E+08      35.326   35.318   33.579  -30.000  -30.000      54.207      27.819   27.609   27.403  -30.000  -30.000
 .57510E+08      35.345   35.337   33.577  -30.000  -30.000      54.207      27.830   27.629   27.401  -30.000  -30.000
 .57610E+08      35.347   35.340   33.575  -30.000  -30.000      54.207      27.832   27.632   27.399  -30.000  -30.000
 .57710E+08      35.347   35.339   33.573  -30.000  -30.000      54.207      27.831   27.631   27.397  -30.000  -30.000
 .57810E+08      35.328   35.320   33.573  -30.000  -30.000      54.207      27.819   27.612   27.397  -30.000  -30.000
 .57910E+08      35.327   35.320   33.571  -30.000  -30.000      54.207      27.817   27.611   27.395  -30.000  -30.000
 .58010E+08      35.321   35.313   33.569  -30.000  -30.000      54.207      27.813   27.605   27.393  -30.000  -30.000
 .58110E+08      35.326   35.318   33.568  -30.000  -30.000      54.207      27.815   27.610   27.391  -30.000  -30.000
 .58210E+08      35.328   35.321   33.567  -30.000  -30.000      54.207      27.817   27.613   27.391  -30.000  -30.000
 .58310E+08      35.324   35.316   33.565  -30.000  -30.000      54.207      27.814   27.608   27.389  -30.000  -30.000
 .58410E+08      35.315   35.307   33.564  -30.000  -30.000      54.207      27.807   27.599   27.388  -30.000  -30.000
 .58510E+08      35.322   35.315   33.562  -30.000  -30.000      54.207      27.812   27.607   27.386  -30.000  -30.000
 .58610E+08      35.304   35.296   33.561  -30.000  -30.000      54.207      27.800   27.588   27.385  -30.000  -30.000
 .58710E+08      35.303   35.295   33.559  -30.000  -30.000      54.207      27.798   27.588   27.383  -30.000  -30.000
 .58810E+08      35.288   35.280   33.559  -30.000  -30.000      54.207      27.789   27.572   27.383  -30.000  -30.000
 .58910E+08      35.280   35.272   33.558  -30.000  -30.000      54.207      27.784   27.564   27.382  -30.000  -30.000
 .59010E+08      35.276   35.267   33.556  -30.000  -30.000      54.207      27.780   27.559   27.380  -30.000  -30.000
 .59110E+08      35.275   35.266   33.555  -30.000  -30.000      54.207      27.779   27.559   27.379  -30.000  -30.000
 .59210E+08      35.274   35.266   33.553  -30.000  -30.000      54.207      27.778   27.558   27.377  -30.000  -30.000
 .59310E+08      35.273   35.265   33.551  -30.000  -30.000      54.207      27.777   27.557   27.375  -30.000  -30.000
 .59410E+08      35.272   35.264   33.550  -30.000  -30.000      54.207      27.776   27.557   27.374  -30.000  -30.000
 .59510E+08      35.273   35.265   33.549  -30.000  -30.000      54.207      27.776   27.558   27.372  -30.000  -30.000
 .59610E+08      35.272   35.264   33.547  -30.000  -30.000      54.207      27.775   27.557   27.371  -30.000  -30.000
 .59710E+08      35.272   35.263   33.545  -30.000  -30.000      54.207      27.774   27.557   27.369  -30.000  -30.000
 .59810E+08      35.250   35.241   33.545  -30.000  -30.000      54.207      27.760   27.534   27.369  -30.000  -30.000
 .59910E+08      35.267   35.259   33.542  -30.000  -30.000      54.207      27.770   27.553   27.366  -30.000  -30.000
 .60010E+08      35.248   35.240   33.542  -30.000  -30.000      54.207      27.758   27.533   27.366  -30.000  -30.000
 .60110E+08      35.248   35.239   33.540  -30.000  -30.000      54.207      27.757   27.532   27.364  -30.000  -30.000
 .60210E+08      35.247   35.238   33.538  -30.000  -30.000      54.207      27.756   27.532   27.362  -30.000  -30.000
 .60310E+08      35.246   35.237   33.537  -30.000  -30.000      54.207      27.755   27.531   27.361  -30.000  -30.000
 .60410E+08      35.245   35.237   33.536  -30.000  -30.000      54.207      27.754   27.531   27.360  -30.000  -30.000
 .60510E+08      35.244   35.236   33.534  -30.000  -30.000      54.207      27.754   27.530   27.358  -30.000  -30.000
 .60610E+08      35.236   35.227   33.534  -30.000  -30.000      54.207      27.748   27.521   27.357  -30.000  -30.000
 .60710E+08      35.215   35.206   33.532  -30.000  -30.000      54.207      27.735   27.500   27.356  -30.000  -30.000
 .60810E+08      35.198   35.189   33.532  -30.000  -30.000      54.207      27.725   27.482   27.356  -30.000  -30.000
 .60910E+08      35.198   35.188   33.530  -30.000  -30.000      54.207      27.724   27.482   27.354  -30.000  -30.000
 .61010E+08      35.213   35.204   33.528  -30.000  -30.000      54.207      27.732   27.498   27.352  -30.000  -30.000
 .61110E+08      35.212   35.203   33.526  -30.000  -30.000      54.207      27.731   27.497   27.350  -30.000  -30.000
 .61210E+08      35.195   35.186   33.526  -30.000  -30.000      54.207      27.721   27.480   27.350  -30.000  -30.000
 .61310E+08      35.194   35.185   33.524  -30.000  -30.000      54.207      27.720   27.479   27.348  -30.000  -30.000
 .61410E+08      35.188   35.179   33.523  -30.000  -30.000      54.207      27.716   27.473   27.347  -30.000  -30.000
 .61510E+08      35.187   35.177   33.522  -30.000  -30.000      54.207      27.714   27.472   27.346  -30.000  -30.000
 .61610E+08      35.183   35.173   33.520  -30.000  -30.000      54.207      27.711   27.468   27.344  -30.000  -30.000
 .61710E+08      35.182   35.173   33.519  -30.000  -30.000      54.207      27.711   27.467   27.343  -30.000  -30.000
 .61810E+08      35.173   35.163   33.518  -30.000  -30.000      54.207      27.704   27.457   27.342  -30.000  -30.000
 .61910E+08      35.172   35.162   33.517  -30.000  -30.000      54.207      27.704   27.457   27.341  -30.000  -30.000
 .62010E+08      35.166   35.156   33.515  -30.000  -30.000      54.207      27.699   27.450   27.339  -30.000  -30.000
 .62110E+08      35.168   35.158   33.514  -30.000  -30.000      54.207      27.700   27.453   27.338  -30.000  -30.000
 .62210E+08      35.169   35.160   33.513  -30.000  -30.000      54.207      27.701   27.455   27.337  -30.000  -30.000
 .62310E+08      35.167   35.157   33.510  -30.000  -30.000      54.207      27.698   27.452   27.334  -30.000  -30.000
 .62410E+08      35.125   35.114   33.511  -30.000  -30.000      54.207      27.675   27.409   27.335  -30.000  -30.000
 .62510E+08      35.162   35.152   33.508  -30.000  -30.000      54.207      27.695   27.448   27.332  -30.000  -30.000
 .62610E+08      35.151   35.141   33.507  -30.000  -30.000      54.207      27.688   27.437   27.331  -30.000  -30.000
 .62710E+08      35.126   35.115   33.507  -30.000  -30.000      54.207      27.673   27.411   27.330  -30.000  -30.000
 .62810E+08      35.118   35.108   33.505  -30.000  -30.000      54.207      27.669   27.403   27.329  -30.000  -30.000
 .62910E+08      35.080   35.068   33.506  -30.000  -30.000      54.207      27.648   27.363   27.329  -30.000  -30.000
 .63010E+08      35.079   35.068   33.504  -30.000  -30.000      54.207      27.646   27.363   27.328  -30.000  -30.000
 .63110E+08      35.078   35.067   33.503  -30.000  -30.000      54.207      27.646   27.362   27.327  -30.000  -30.000
 .63210E+08      35.078   35.066   33.501  -30.000  -30.000      54.207      27.645   27.361   27.325  -30.000  -30.000
 .63310E+08      35.077   35.065   33.500  -30.000  -30.000      54.207      27.644   27.361   27.324  -30.000  -30.000
 .63410E+08      35.076   35.065   33.499  -30.000  -30.000      54.207      27.643   27.360   27.322  -30.000  -30.000
 .63510E+08      35.101   35.090   33.497  -30.000  -30.000      54.207      27.655   27.386   27.320  -30.000  -30.000
 .63610E+08      35.075   35.063   33.496  -30.000  -30.000      54.207      27.641   27.359   27.320  -30.000  -30.000
 .63710E+08      35.074   35.062   33.494  -30.000  -30.000      54.207      27.640   27.358   27.318  -30.000  -30.000
 .63810E+08      35.074   35.062   33.493  -30.000  -30.000      54.207      27.639   27.358   27.317  -30.000  -30.000
 .63910E+08      35.094   35.083   33.491  -30.000  -30.000      54.207      27.649   27.380   27.315  -30.000  -30.000
 .64010E+08      35.040   35.027   33.491  -30.000  -30.000      54.207      27.620   27.323   27.315  -30.000  -30.000
 .64110E+08      35.039   35.026   33.490  -30.000  -30.000      54.207      27.619   27.322   27.314  -30.000  -30.000
 .64210E+08      35.064   35.052   33.487  -30.000  -30.000      54.207      27.631   27.348   27.311  -30.000  -30.000
 .64310E+08      35.037   35.025   33.487  -30.000  -30.000      54.207      27.617   27.321   27.311  -30.000  -30.000
 .64410E+08      35.062   35.051   33.485  -30.000  -30.000      54.207      27.629   27.347   27.309  -30.000  -30.000
 .64510E+08      35.024   35.011   33.484  -30.000  -30.000      54.207      27.609   27.307   27.308  -30.000  -30.000
 .64610E+08      35.023   35.010   33.484  -30.000  -30.000      54.207      27.608   27.307   27.307  -30.000  -30.000
 .64710E+08      35.022   35.010   33.482  -30.000  -30.000      54.207      27.607   27.306   27.306  -30.000  -30.000
 .64810E+08      35.034   35.021   33.480  -30.000  -30.000      54.207      27.612   27.318   27.304  -30.000  -30.000
 .64910E+08      34.988   34.975   33.480  -30.000  -30.000      54.207      27.589   27.271   27.304  -30.000  -30.000
 .65010E+08      35.036   35.023   33.477  -30.000  -30.000      54.207      27.612   27.321   27.301  -30.000  -30.000
 .65110E+08      34.987   34.973   33.478  -30.000  -30.000      54.207      27.587   27.270   27.302  -30.000  -30.000
 .65210E+08      34.986   34.972   33.476  -30.000  -30.000      54.207      27.586   27.269   27.300  -30.000  -30.000
 .65310E+08      35.003   34.990   33.474  -30.000  -30.000      54.207      27.594   27.287   27.298  -30.000  -30.000
 .65410E+08      34.985   34.971   33.473  -30.000  -30.000      54.207      27.584   27.268   27.297  -30.000  -30.000
 .65510E+08      34.984   34.970   33.472  -30.000  -30.000      54.207      27.583   27.267   27.296  -30.000  -30.000
 .65610E+08      34.983   34.970   33.470  -30.000  -30.000      54.207      27.582   27.267   27.294  -30.000  -30.000
 .65710E+08      34.982   34.969   33.469  -30.000  -30.000      54.207      27.581   27.266   27.293  -30.000  -30.000
 .65810E+08      34.982   34.968   33.468  -30.000  -30.000      54.207      27.580   27.266   27.292  -30.000  -30.000
 .65910E+08      34.981   34.967   33.467  -30.000  -30.000      54.207      27.579   27.265   27.291  -30.000  -30.000
 .66010E+08      34.997   34.984   33.465  -30.000  -30.000      54.207      27.587   27.282   27.289  -30.000  -30.000
 .66110E+08      34.951   34.937   33.465  -30.000  -30.000      54.207      27.564   27.235   27.289  -30.000  -30.000
 .66210E+08      34.895   34.878   33.465  -30.000  -30.000      54.207      27.537   27.176   27.289  -30.000  -30.000
 .66310E+08      34.894   34.878   33.464  -30.000  -30.000      54.207      27.536   27.175   27.288  -30.000  -30.000
 .66410E+08      34.962   34.948   33.461  -30.000  -30.000      54.207      27.567   27.246   27.284  -30.000  -30.000
 .66510E+08      34.849   34.831   33.462  -30.000  -30.000      54.207      27.515   27.129   27.286  -30.000  -30.000
 .66610E+08      34.930   34.915   33.459  -30.000  -30.000      54.207      27.550   27.213   27.283  -30.000  -30.000
 .66710E+08      34.848   34.830   33.459  -30.000  -30.000      54.207      27.513   27.127   27.283  -30.000  -30.000
 .66810E+08      34.890   34.874   33.457  -30.000  -30.000      54.207      27.531   27.172   27.281  -30.000  -30.000
 .66910E+08      34.886   34.870   33.456  -30.000  -30.000      54.207      27.529   27.168   27.280  -30.000  -30.000
 .67010E+08      34.889   34.873   33.455  -30.000  -30.000      54.207      27.529   27.171   27.278  -30.000  -30.000
 .67110E+08      34.888   34.872   33.453  -30.000  -30.000      54.207      27.528   27.170   27.277  -30.000  -30.000
 .67210E+08      34.888   34.871   33.452  -30.000  -30.000      54.207      27.527   27.170   27.276  -30.000  -30.000
 .67310E+08      34.844   34.826   33.452  -30.000  -30.000      54.207      27.507   27.124   27.276  -30.000  -30.000
 .67410E+08      34.796   34.776   33.451  -30.000  -30.000      54.207      27.487   27.074   27.275  -30.000  -30.000
 .67510E+08      34.842   34.824   33.449  -30.000  -30.000      54.207      27.505   27.123   27.273  -30.000  -30.000
 .67610E+08      34.842   34.824   33.448  -30.000  -30.000      54.207      27.505   27.122   27.272  -30.000  -30.000
 .67710E+08      34.791   34.771   33.448  -30.000  -30.000      54.207      27.483   27.069   27.271  -30.000  -30.000
 .67810E+08      34.793   34.774   33.447  -30.000  -30.000      54.207      27.484   27.072   27.270  -30.000  -30.000
 .67910E+08      34.789   34.769   33.445  -30.000  -30.000      54.207      27.481   27.068   27.269  -30.000  -30.000
 .68010E+08      34.839   34.821   33.443  -30.000  -30.000      54.207      27.501   27.120   27.267  -30.000  -30.000
 .68110E+08      34.791   34.772   33.443  -30.000  -30.000      54.207      27.480   27.071   27.266  -30.000  -30.000
 .68210E+08      34.726   34.702   33.442  -30.000  -30.000      54.207      27.455   27.001   27.266  -30.000  -30.000
 .68310E+08      34.725   34.702   33.441  -30.000  -30.000      54.207      27.454   27.001   27.265  -30.000  -30.000
 .68410E+08      34.786   34.766   33.439  -30.000  -30.000      54.207      27.476   27.065   27.263  -30.000  -30.000
 .68510E+08      34.724   34.701   33.439  -30.000  -30.000      54.207      27.452   27.000   27.263  -30.000  -30.000
 .68610E+08      34.723   34.700   33.438  -30.000  -30.000      54.207      27.451   26.999   27.261  -30.000  -30.000
 .68710E+08      34.722   34.699   33.436  -30.000  -30.000      54.207      27.450   26.998   27.260  -30.000  -30.000
 .68810E+08      34.722   34.699   33.435  -30.000  -30.000      54.207      27.449   26.998   27.259  -30.000  -30.000
 .68910E+08      34.640   34.612   33.435  -30.000  -30.000      54.207      27.420   26.911   27.259  -30.000  -30.000
 .69010E+08      34.639   34.611   33.434  -30.000  -30.000      54.207      27.419   26.911   27.258  -30.000  -30.000
 .69110E+08      34.639   34.611   33.432  -30.000  -30.000      54.207      27.418   26.910   27.256  -30.000  -30.000
 .69210E+08      34.642   34.614   33.431  -30.000  -30.000      54.207      27.418   26.913   27.255  -30.000  -30.000
 .69310E+08      34.637   34.610   33.430  -30.000  -30.000      54.207      27.416   26.909   27.254  -30.000  -30.000
 .69410E+08      34.534   34.499   33.430  -30.000  -30.000      54.207      27.384   26.798   27.254  -30.000  -30.000
 .69510E+08      34.614   34.584   33.428  -30.000  -30.000      54.207      27.407   26.884   27.252  -30.000  -30.000
 .69610E+08      34.613   34.583   33.427  -30.000  -30.000      54.207      27.406   26.883   27.251  -30.000  -30.000
 .69710E+08      34.638   34.611   33.425  -30.000  -30.000      54.207      27.413   26.911   27.249  -30.000  -30.000
 .69810E+08      34.634   34.606   33.424  -30.000  -30.000      54.207      27.411   26.907   27.248  -30.000  -30.000
 .69910E+08      34.633   34.606   33.423  -30.000  -30.000      54.207      27.410   26.906   27.247  -30.000  -30.000
 .70010E+08      34.633   34.605   33.421  -30.000  -30.000      54.207      27.409   26.906   27.245  -30.000  -30.000
 .70110E+08      34.533   34.498   33.421  -30.000  -30.000      54.207      27.378   26.798   27.245  -30.000  -30.000
 .70210E+08      34.631   34.604   33.419  -30.000  -30.000      54.207      27.407   26.905   27.243  -30.000  -30.000
 .70310E+08      34.627   34.599   33.418  -30.000  -30.000      54.207      27.405   26.900   27.242  -30.000  -30.000
 .70410E+08      34.527   34.492   33.418  -30.000  -30.000      54.207      27.374   26.793   27.242  -30.000  -30.000
 .70510E+08      34.362   34.309   33.418  -30.000  -30.000      54.207      27.333   26.610   27.242  -30.000  -30.000
 .70610E+08      34.523   34.487   33.415  -30.000  -30.000      54.207      27.371   26.788   27.239  -30.000  -30.000
 .70710E+08      34.427   34.382   33.415  -30.000  -30.000      54.207      27.346   26.683   27.239  -30.000  -30.000
 .70810E+08      34.360   34.307   33.414  -30.000  -30.000      54.207      27.330   26.608   27.238  -30.000  -30.000
 .70910E+08      34.425   34.381   33.413  -30.000  -30.000      54.207      27.344   26.682   27.237  -30.000  -30.000
 .71010E+08      34.263   34.197   33.413  -30.000  -30.000      54.207      27.310   26.498   27.237  -30.000  -30.000
 .71110E+08      34.150   34.063   33.412  -30.000  -30.000      54.207      27.291   26.364   27.236  -30.000  -30.000
 .71210E+08      34.059   33.948   33.412  -30.000  -30.000      54.207      27.278   26.249   27.236  -30.000  -30.000
 .71310E+08      33.412   19.728   33.412  -30.000  -30.000      54.207      27.236   11.933   27.236  -30.000  -30.000
 .71410E+08      33.411   19.694   33.411  -30.000  -30.000      54.207      27.235   11.898   27.235  -30.000  -30.000
 .71510E+08      33.410   19.660   33.410  -30.000  -30.000      54.207      27.234   11.865   27.234  -30.000  -30.000
 .71610E+08      33.408   19.627   33.408  -30.000  -30.000      54.207      27.232   11.832   27.232  -30.000  -30.000
 .71710E+08      33.407   19.600   33.407  -30.000  -30.000      54.207      27.231   11.805   27.231  -30.000  -30.000
 .71810E+08      33.406   19.548   33.406  -30.000  -30.000      54.207      27.230   11.753   27.230  -30.000  -30.000
 .71910E+08      33.405   19.513   33.405  -30.000  -30.000      54.207      27.229   11.718   27.229  -30.000  -30.000
 .72010E+08      33.404   19.478   33.404  -30.000  -30.000      54.207      27.228   11.684   27.228  -30.000  -30.000
 .72110E+08      33.402   19.443   33.402  -30.000  -30.000      54.207      27.226   11.649   27.226  -30.000  -30.000
 .72210E+08      33.401   19.408   33.401  -30.000  -30.000      54.207      27.225   11.614   27.225  -30.000  -30.000
 .72310E+08      33.401   19.376   33.401  -30.000  -30.000      54.207      27.224   11.581   27.224  -30.000  -30.000
 .72410E+08      33.399   19.341   33.399  -30.000  -30.000      54.207      27.223   11.547   27.223  -30.000  -30.000
 .72510E+08      33.398   19.306   33.398  -30.000  -30.000      54.207      27.222   11.512   27.222  -30.000  -30.000
 .72610E+08      33.397   19.272   33.397  -30.000  -30.000      54.207      27.221   11.479   27.221  -30.000  -30.000
 .72710E+08      33.395   19.238   33.395  -30.000  -30.000      54.207      27.219   11.444   27.219  -30.000  -30.000
 .72810E+08      33.394   19.203   33.394  -30.000  -30.000      54.207      27.218   11.410   27.218  -30.000  -30.000
 .72910E+08      33.393   19.170   33.393  -30.000  -30.000      54.207      27.217   11.376   27.217  -30.000  -30.000
 .73010E+08      33.392   19.136   33.392  -30.000  -30.000      54.207      27.216   11.342   27.216  -30.000  -30.000
 .73110E+08      33.391   19.102   33.391  -30.000  -30.000      54.207      27.215   11.309   27.215  -30.000  -30.000
 .73210E+08      33.390   19.071   33.390  -30.000  -30.000      54.207      27.214   11.278   27.214  -30.000  -30.000
 .73310E+08      33.389   19.037   33.389  -30.000  -30.000      54.207      27.212   11.244   27.212  -30.000  -30.000
 .73410E+08      33.388   19.004   33.388  -30.000  -30.000      54.207      27.212   11.211   27.212  -30.000  -30.000
 .73510E+08      33.387   18.971   33.387  -30.000  -30.000      54.207      27.210   11.178   27.210  -30.000  -30.000
 .73610E+08      33.386   18.926   33.386  -30.000  -30.000      54.207      27.210   11.134   27.210  -30.000  -30.000
 .73710E+08      33.384   18.891   33.384  -30.000  -30.000      54.207      27.208   11.099   27.208  -30.000  -30.000
 .73810E+08      33.383   18.857   33.383  -30.000  -30.000      54.207      27.207   11.064   27.207  -30.000  -30.000
 .73910E+08      33.382   18.824   33.382  -30.000  -30.000      54.207      27.206   11.031   27.206  -30.000  -30.000
 .74010E+08      33.381   18.791   33.381  -30.000  -30.000      54.207      27.205   10.998   27.205  -30.000  -30.000
 .74110E+08      33.379   18.756   33.379  -30.000  -30.000      54.207      27.203   10.964   27.203  -30.000  -30.000
 .74210E+08      33.379   18.723   33.379  -30.000  -30.000      54.207      27.202   10.932   27.202  -30.000  -30.000
 .74310E+08      33.377   18.689   33.377  -30.000  -30.000      54.207      27.201   10.898   27.201  -30.000  -30.000
 .74410E+08      33.377   18.656   33.377  -30.000  -30.000      54.207      27.200   10.864   27.200  -30.000  -30.000
 .74510E+08      33.375   18.622   33.375  -30.000  -30.000      54.207      27.199   10.831   27.199  -30.000  -30.000
 .74610E+08      33.375   18.589   33.375  -30.000  -30.000      54.207      27.198   10.797   27.198  -30.000  -30.000
 .74710E+08      33.373   18.557   33.373  -30.000  -30.000      54.207      27.197   10.766   27.197  -30.000  -30.000
 .74810E+08      33.372   18.538   33.372  -30.000  -30.000      54.207      27.196   10.747   27.196  -30.000  -30.000
 .74910E+08      33.370   18.505   33.370  -30.000  -30.000      54.207      27.194   10.714   27.194  -30.000  -30.000
 .75010E+08      33.370   18.458   33.370  -30.000  -30.000      54.207      27.194   10.668   27.194  -30.000  -30.000
 .75110E+08      33.369   18.425   33.369  -30.000  -30.000      54.207      27.193   10.635   27.193  -30.000  -30.000
 .75210E+08      33.368   18.392   33.368  -30.000  -30.000      54.207      27.192   10.602   27.192  -30.000  -30.000
 .75310E+08      33.367   18.360   33.367  -30.000  -30.000      54.207      27.190   10.570   27.190  -30.000  -30.000
 .75410E+08      33.365   18.327   33.365  -30.000  -30.000      54.207      27.189   10.537   27.189  -30.000  -30.000
 .75510E+08      33.364   18.295   33.364  -30.000  -30.000      54.207      27.188   10.505   27.188  -30.000  -30.000
 .75610E+08      33.363   18.262   33.363  -30.000  -30.000      54.207      27.187   10.472   27.187  -30.000  -30.000
 .75710E+08      33.362   18.230   33.362  -30.000  -30.000      54.207      27.186   10.441   27.186  -30.000  -30.000
 .75810E+08      33.361   18.198   33.361  -30.000  -30.000      54.207      27.185   10.409   27.185  -30.000  -30.000
 .75910E+08      33.360   18.165   33.360  -30.000  -30.000      54.207      27.184   10.376   27.184  -30.000  -30.000
 .76010E+08      33.359   18.135   33.359  -30.000  -30.000      54.207      27.183   10.346   27.183  -30.000  -30.000
 .76110E+08      33.358   18.102   33.358  -30.000  -30.000      54.207      27.181   10.313   27.181  -30.000  -30.000
 .76210E+08      33.357   18.070   33.357  -30.000  -30.000      54.207      27.181   10.282   27.181  -30.000  -30.000
 .76310E+08      33.356   18.039   33.356  -30.000  -30.000      54.207      27.180   10.251   27.180  -30.000  -30.000
 .76410E+08      33.354   18.006   33.354  -30.000  -30.000      54.207      27.178   10.218   27.178  -30.000  -30.000
 .76510E+08      33.354   17.971   33.354  -30.000  -30.000      54.207      27.177   10.184   27.177  -30.000  -30.000
 .76610E+08      33.352   17.939   33.352  -30.000  -30.000      54.207      27.176   10.152   27.176  -30.000  -30.000
 .76710E+08      33.351   17.907   33.351  -30.000  -30.000      54.207      27.175   10.120   27.175  -30.000  -30.000
 .76810E+08      33.350   17.876   33.350  -30.000  -30.000      54.207      27.174   10.090   27.174  -30.000  -30.000
 .76910E+08      33.349   17.845   33.349  -30.000  -30.000      54.207      27.173   10.059   27.173  -30.000  -30.000
 .77010E+08      33.348   17.816   33.348  -30.000  -30.000      54.207      27.172   10.030   27.172  -30.000  -30.000
 .77110E+08      33.347   17.785   33.347  -30.000  -30.000      54.207      27.171   10.000   27.171  -30.000  -30.000
 .77210E+08      33.346   17.754   33.346  -30.000  -30.000      54.207      27.170    9.969   27.170  -30.000  -30.000
 .77310E+08      33.345   17.724   33.345  -30.000  -30.000      54.207      27.169    9.939   27.169  -30.000  -30.000
 .77410E+08      33.344   17.695   33.344  -30.000  -30.000      54.207      27.168    9.911   27.168  -30.000  -30.000
 .77510E+08      33.343   17.662   33.343  -30.000  -30.000      54.207      27.167    9.879   27.167  -30.000  -30.000
 .77610E+08      33.342   17.633   33.342  -30.000  -30.000      54.207      27.166    9.850   27.166  -30.000  -30.000
 .77710E+08      33.341   17.603   33.341  -30.000  -30.000      54.207      27.165    9.820   27.165  -30.000  -30.000
 .77810E+08      33.340   17.572   33.340  -30.000  -30.000      54.207      27.164    9.791   27.164  -30.000  -30.000
 .77910E+08      33.339   17.543   33.339  -30.000  -30.000      54.207      27.162    9.762   27.162  -30.000  -30.000
 .78010E+08      33.337   17.513   33.337  -30.000  -30.000      54.207      27.161    9.733   27.161  -30.000  -30.000
 .78110E+08      33.337   17.484   33.337  -30.000  -30.000      54.207      27.160    9.704   27.160  -30.000  -30.000
 .78210E+08      33.336   17.454   33.336  -30.000  -30.000      54.207      27.160    9.675   27.160  -30.000  -30.000
 .78310E+08      33.335   17.423   33.335  -30.000  -30.000      54.207      27.158    9.645   27.158  -30.000  -30.000
 .78410E+08      33.334   17.393   33.334  -30.000  -30.000      54.207      27.158    9.616   27.158  -30.000  -30.000
 .78510E+08      33.333   17.366   33.333  -30.000  -30.000      54.207      27.157    9.589   27.157  -30.000  -30.000
 .78610E+08      33.331   17.337   33.331  -30.000  -30.000      54.207      27.155    9.561   27.155  -30.000  -30.000
 .78710E+08      33.330   17.298   33.330  -30.000  -30.000      54.207      27.154    9.524   27.154  -30.000  -30.000
 .78810E+08      33.329   17.270   33.329  -30.000  -30.000      54.207      27.153    9.496   27.153  -30.000  -30.000
 .78910E+08      33.329   17.240   33.329  -30.000  -30.000      54.207      27.152    9.468   27.152  -30.000  -30.000
 .79010E+08      33.327   17.211   33.327  -30.000  -30.000      54.207      27.151    9.440   27.151  -30.000  -30.000
 .79110E+08      33.326   17.184   33.326  -30.000  -30.000      54.207      27.150    9.414   27.150  -30.000  -30.000
 .79210E+08      33.325   17.157   33.325  -30.000  -30.000      54.207      27.149    9.388   27.149  -30.000  -30.000
 .79310E+08      33.324   17.129   33.324  -30.000  -30.000      54.207      27.148    9.362   27.148  -30.000  -30.000
 .79410E+08      33.323   17.101   33.323  -30.000  -30.000      54.207      27.147    9.335   27.147  -30.000  -30.000
 .79510E+08      33.322   17.075   33.322  -30.000  -30.000      54.207      27.146    9.310   27.146  -30.000  -30.000
 .79610E+08      33.321   17.048   33.321  -30.000  -30.000      54.207      27.145    9.285   27.145  -30.000  -30.000
 .79710E+08      33.320   17.020   33.320  -30.000  -30.000      54.207      27.144    9.259   27.144  -30.000  -30.000
 .79810E+08      33.319   17.002   33.319  -30.000  -30.000      54.207      27.143    9.242   27.143  -30.000  -30.000
 .79910E+08      33.318   16.968   33.318  -30.000  -30.000      54.207      27.142    9.210   27.142  -30.000  -30.000
 .80010E+08      33.317   16.942   33.317  -30.000  -30.000      54.207      27.141    9.185   27.141  -30.000  -30.000
 .80110E+08      33.316   16.917   33.316  -30.000  -30.000      54.207      27.140    9.162   27.140  -30.000  -30.000
 .80210E+08      33.315   16.893   33.315  -30.000  -30.000      54.207      27.139    9.140   27.139  -30.000  -30.000
 .80310E+08      33.314   16.869   33.314  -30.000  -30.000      54.207      27.138    9.118   27.138  -30.000  -30.000
 .80410E+08      33.313   16.844   33.313  -30.000  -30.000      54.207      27.137    9.096   27.137  -30.000  -30.000
 .80510E+08      33.312   16.821   33.312  -30.000  -30.000      54.207      27.136    9.074   27.136  -30.000  -30.000
 .80610E+08      33.311   16.797   33.311  -30.000  -30.000      54.207      27.135    9.053   27.135  -30.000  -30.000
 .80710E+08      33.310   16.775   33.310  -30.000  -30.000      54.207      27.134    9.033   27.134  -30.000  -30.000
 .80810E+08      33.309   16.753   33.309  -30.000  -30.000      54.207      27.133    9.013   27.133  -30.000  -30.000
