 MODEL DESIGNATION: MW_center           
 MODEL GENERATED: Mon Nov 28 15:05:08 2022

              RESULTS FOR THE **STELLAR** WIND POWER AND ENERGY

                             POWER [ERG/SEC]                  ENERGY [ERG]               MOMENTUM FLUX [DYN]      
    TIME           ALL      OB      RSG      LBV       WR          ALL         ALL      OB      RSG      LBV       WR        
 .31710E+08      35.874   35.867   34.072  -30.000  -30.000      54.207      28.313   28.103   27.896  -30.000  -30.000
 .31810E+08      35.872   35.865   34.070  -30.000  -30.000      54.207      28.311   28.102   27.894  -30.000  -30.000
 .31910E+08      35.868   35.861   34.067  -30.000  -30.000      54.207      28.308   28.098   27.891  -30.000  -30.000
 .32010E+08      35.867   35.860   34.066  -30.000  -30.000      54.207      28.307   28.097   27.890  -30.000  -30.000
 .32110E+08      35.866   35.859   34.062  -30.000  -30.000      54.207      28.306   28.098   27.886  -30.000  -30.000
 .32210E+08      35.862   35.855   34.061  -30.000  -30.000      54.207      28.303   28.094   27.885  -30.000  -30.000
 .32310E+08      35.858   35.851   34.057  -30.000  -30.000      54.207      28.299   28.091   27.881  -30.000  -30.000
 .32410E+08      35.857   35.850   34.054  -30.000  -30.000      54.207      28.298   28.090   27.878  -30.000  -30.000
 .32510E+08      35.855   35.848   34.051  -30.000  -30.000      54.207      28.296   28.089   27.875  -30.000  -30.000
 .32610E+08      35.854   35.847   34.049  -30.000  -30.000      54.207      28.295   28.089   27.873  -30.000  -30.000
 .32710E+08      35.852   35.845   34.047  -30.000  -30.000      54.207      28.293   28.087   27.871  -30.000  -30.000
 .32810E+08      35.849   35.843   34.044  -30.000  -30.000      54.207      28.291   28.085   27.868  -30.000  -30.000
 .32910E+08      35.847   35.840   34.041  -30.000  -30.000      54.207      28.289   28.083   27.865  -30.000  -30.000
 .33010E+08      35.846   35.839   34.039  -30.000  -30.000      54.207      28.288   28.083   27.863  -30.000  -30.000
 .33110E+08      35.842   35.835   34.036  -30.000  -30.000      54.207      28.284   28.079   27.860  -30.000  -30.000
 .33210E+08      35.841   35.834   34.034  -30.000  -30.000      54.207      28.283   28.079   27.858  -30.000  -30.000
 .33310E+08      35.836   35.829   34.032  -30.000  -30.000      54.207      28.279   28.074   27.856  -30.000  -30.000
 .33410E+08      35.837   35.830   34.029  -30.000  -30.000      54.207      28.279   28.076   27.853  -30.000  -30.000
 .33510E+08      35.833   35.826   34.027  -30.000  -30.000      54.207      28.277   28.073   27.851  -30.000  -30.000
 .33610E+08      35.831   35.824   34.026  -30.000  -30.000      54.207      28.275   28.071   27.850  -30.000  -30.000
 .33710E+08      35.831   35.824   34.023  -30.000  -30.000      54.207      28.275   28.072   27.847  -30.000  -30.000
 .33810E+08      35.829   35.822   34.020  -30.000  -30.000      54.207      28.273   28.070   27.843  -30.000  -30.000
 .33910E+08      35.826   35.820   34.018  -30.000  -30.000      54.207      28.270   28.068   27.842  -30.000  -30.000
 .34010E+08      35.824   35.817   34.015  -30.000  -30.000      54.207      28.268   28.066   27.839  -30.000  -30.000
 .34110E+08      35.824   35.817   34.014  -30.000  -30.000      54.207      28.268   28.066   27.838  -30.000  -30.000
 .34210E+08      35.820   35.813   34.010  -30.000  -30.000      54.207      28.264   28.063   27.834  -30.000  -30.000
 .34310E+08      35.818   35.812   34.009  -30.000  -30.000      54.207      28.263   28.062   27.833  -30.000  -30.000
 .34410E+08      35.817   35.811   34.007  -30.000  -30.000      54.207      28.262   28.062   27.831  -30.000  -30.000
 .34510E+08      35.814   35.807   34.003  -30.000  -30.000      54.207      28.259   28.058   27.827  -30.000  -30.000
 .34610E+08      35.810   35.804   34.002  -30.000  -30.000      54.207      28.256   28.055   27.826  -30.000  -30.000
 .34710E+08      35.808   35.801   34.000  -30.000  -30.000      54.207      28.254   28.053   27.824  -30.000  -30.000
 .34810E+08      35.808   35.802   33.996  -30.000  -30.000      54.207      28.254   28.054   27.820  -30.000  -30.000
 .34910E+08      35.804   35.798   33.995  -30.000  -30.000      54.207      28.251   28.050   27.818  -30.000  -30.000
 .35010E+08      35.803   35.796   33.993  -30.000  -30.000      54.207      28.250   28.049   27.817  -30.000  -30.000
 .35110E+08      35.803   35.797   33.989  -30.000  -30.000      54.207      28.249   28.051   27.813  -30.000  -30.000
 .35210E+08      35.799   35.792   33.987  -30.000  -30.000      54.207      28.245   28.046   27.811  -30.000  -30.000
 .35310E+08      35.798   35.791   33.985  -30.000  -30.000      54.207      28.245   28.046   27.809  -30.000  -30.000
 .35410E+08      35.796   35.789   33.983  -30.000  -30.000      54.207      28.243   28.044   27.807  -30.000  -30.000
 .35510E+08      35.794   35.787   33.982  -30.000  -30.000      54.207      28.241   28.043   27.806  -30.000  -30.000
 .35610E+08      35.793   35.787   33.980  -30.000  -30.000      54.207      28.240   28.043   27.804  -30.000  -30.000
 .35710E+08      35.790   35.783   33.977  -30.000  -30.000      54.207      28.237   28.039   27.801  -30.000  -30.000
 .35810E+08      35.786   35.779   33.975  -30.000  -30.000      54.207      28.234   28.035   27.799  -30.000  -30.000
 .35910E+08      35.787   35.780   33.972  -30.000  -30.000      54.207      28.234   28.037   27.796  -30.000  -30.000
 .36010E+08      35.788   35.781   33.970  -30.000  -30.000      54.207      28.234   28.039   27.794  -30.000  -30.000
 .36110E+08      35.779   35.772   33.968  -30.000  -30.000      54.207      28.228   28.029   27.792  -30.000  -30.000
 .36210E+08      35.777   35.770   33.965  -30.000  -30.000      54.207      28.226   28.028   27.789  -30.000  -30.000
 .36310E+08      35.776   35.770   33.963  -30.000  -30.000      54.207      28.225   28.028   27.787  -30.000  -30.000
 .36410E+08      35.777   35.770   33.962  -30.000  -30.000      54.207      28.225   28.029   27.786  -30.000  -30.000
 .36510E+08      35.775   35.768   33.959  -30.000  -30.000      54.207      28.223   28.027   27.783  -30.000  -30.000
 .36610E+08      35.774   35.768   33.957  -30.000  -30.000      54.207      28.222   28.027   27.781  -30.000  -30.000
 .36710E+08      35.775   35.768   33.955  -30.000  -30.000      54.207      28.223   28.029   27.779  -30.000  -30.000
 .36810E+08      35.767   35.760   33.953  -30.000  -30.000      54.207      28.217   28.021   27.777  -30.000  -30.000
 .36910E+08      35.769   35.762   33.950  -30.000  -30.000      54.207      28.217   28.023   27.774  -30.000  -30.000
 .37010E+08      35.769   35.762   33.948  -30.000  -30.000      54.207      28.217   28.023   27.772  -30.000  -30.000
 .37110E+08      35.763   35.756   33.946  -30.000  -30.000      54.207      28.212   28.018   27.770  -30.000  -30.000
 .37210E+08      35.762   35.756   33.944  -30.000  -30.000      54.207      28.211   28.018   27.768  -30.000  -30.000
 .37310E+08      35.766   35.760   33.942  -30.000  -30.000      54.207      28.214   28.022   27.766  -30.000  -30.000
 .37410E+08      35.766   35.759   33.939  -30.000  -30.000      54.207      28.213   28.022   27.763  -30.000  -30.000
 .37510E+08      35.754   35.747   33.939  -30.000  -30.000      54.207      28.205   28.010   27.763  -30.000  -30.000
 .37610E+08      35.759   35.753   33.935  -30.000  -30.000      54.207      28.208   28.016   27.759  -30.000  -30.000
 .37710E+08      35.753   35.746   33.934  -30.000  -30.000      54.207      28.203   28.010   27.757  -30.000  -30.000
 .37810E+08      35.753   35.746   33.931  -30.000  -30.000      54.207      28.202   28.010   27.755  -30.000  -30.000
 .37910E+08      35.752   35.745   33.930  -30.000  -30.000      54.207      28.201   28.010   27.754  -30.000  -30.000
 .38010E+08      35.748   35.741   33.928  -30.000  -30.000      54.207      28.198   28.005   27.751  -30.000  -30.000
 .38110E+08      35.751   35.745   33.926  -30.000  -30.000      54.207      28.200   28.010   27.750  -30.000  -30.000
 .38210E+08      35.742   35.736   33.923  -30.000  -30.000      54.207      28.193   28.000   27.747  -30.000  -30.000
 .38310E+08      35.745   35.738   33.921  -30.000  -30.000      54.207      28.195   28.004   27.745  -30.000  -30.000
 .38410E+08      35.746   35.740   33.919  -30.000  -30.000      54.207      28.195   28.006   27.743  -30.000  -30.000
 .38510E+08      35.744   35.738   33.917  -30.000  -30.000      54.207      28.193   28.004   27.741  -30.000  -30.000
 .38610E+08      35.736   35.729   33.916  -30.000  -30.000      54.207      28.187   27.995   27.740  -30.000  -30.000
 .38710E+08      35.738   35.731   33.913  -30.000  -30.000      54.207      28.188   27.998   27.737  -30.000  -30.000
 .38810E+08      35.741   35.734   33.911  -30.000  -30.000      54.207      28.190   28.002   27.735  -30.000  -30.000
 .38910E+08      35.739   35.733   33.909  -30.000  -30.000      54.207      28.188   28.000   27.733  -30.000  -30.000
 .39010E+08      35.740   35.734   33.908  -30.000  -30.000      54.207      28.189   28.002   27.731  -30.000  -30.000
 .39110E+08      35.739   35.732   33.905  -30.000  -30.000      54.207      28.187   28.001   27.729  -30.000  -30.000
 .39210E+08      35.731   35.724   33.904  -30.000  -30.000      54.207      28.181   27.992   27.728  -30.000  -30.000
 .39310E+08      35.727   35.720   33.901  -30.000  -30.000      54.207      28.178   27.989   27.725  -30.000  -30.000
 .39410E+08      35.731   35.725   33.899  -30.000  -30.000      54.207      28.180   27.994   27.723  -30.000  -30.000
 .39510E+08      35.728   35.722   33.897  -30.000  -30.000      54.207      28.178   27.991   27.721  -30.000  -30.000
 .39610E+08      35.731   35.724   33.895  -30.000  -30.000      54.207      28.179   27.994   27.719  -30.000  -30.000
 .39710E+08      35.723   35.716   33.893  -30.000  -30.000      54.207      28.173   27.986   27.717  -30.000  -30.000
 .39810E+08      35.724   35.718   33.891  -30.000  -30.000      54.207      28.174   27.988   27.715  -30.000  -30.000
 .39910E+08      35.724   35.718   33.889  -30.000  -30.000      54.207      28.173   27.988   27.713  -30.000  -30.000
 .40010E+08      35.719   35.713   33.887  -30.000  -30.000      54.207      28.169   27.983   27.711  -30.000  -30.000
 .40110E+08      35.719   35.713   33.885  -30.000  -30.000      54.207      28.169   27.984   27.709  -30.000  -30.000
 .40210E+08      35.716   35.710   33.883  -30.000  -30.000      54.207      28.166   27.981   27.707  -30.000  -30.000
 .40310E+08      35.717   35.711   33.882  -30.000  -30.000      54.207      28.167   27.982   27.706  -30.000  -30.000
 .40410E+08      35.716   35.709   33.881  -30.000  -30.000      54.207      28.166   27.981   27.704  -30.000  -30.000
 .40510E+08      35.717   35.710   33.878  -30.000  -30.000      54.207      28.165   27.983   27.702  -30.000  -30.000
 .40610E+08      35.716   35.710   33.876  -30.000  -30.000      54.207      28.165   27.982   27.700  -30.000  -30.000
 .40710E+08      35.705   35.699   33.874  -30.000  -30.000      54.207      28.157   27.971   27.698  -30.000  -30.000
 .40810E+08      35.703   35.696   33.873  -30.000  -30.000      54.207      28.155   27.969   27.697  -30.000  -30.000
 .40910E+08      35.712   35.705   33.870  -30.000  -30.000      54.207      28.160   27.979   27.694  -30.000  -30.000
 .41010E+08      35.710   35.704   33.869  -30.000  -30.000      54.207      28.159   27.978   27.693  -30.000  -30.000
 .41110E+08      35.702   35.695   33.868  -30.000  -30.000      54.207      28.153   27.969   27.692  -30.000  -30.000
 .41210E+08      35.702   35.696   33.865  -30.000  -30.000      54.207      28.153   27.970   27.688  -30.000  -30.000
 .41310E+08      35.697   35.691   33.863  -30.000  -30.000      54.207      28.148   27.964   27.687  -30.000  -30.000
 .41410E+08      35.697   35.691   33.861  -30.000  -30.000      54.207      28.148   27.965   27.685  -30.000  -30.000
 .41510E+08      35.701   35.694   33.859  -30.000  -30.000      54.207      28.150   27.969   27.683  -30.000  -30.000
 .41610E+08      35.696   35.690   33.857  -30.000  -30.000      54.207      28.147   27.965   27.681  -30.000  -30.000
 .41710E+08      35.696   35.690   33.855  -30.000  -30.000      54.207      28.146   27.965   27.679  -30.000  -30.000
 .41810E+08      35.693   35.686   33.853  -30.000  -30.000      54.207      28.143   27.962   27.677  -30.000  -30.000
 .41910E+08      35.693   35.686   33.851  -30.000  -30.000      54.207      28.143   27.962   27.675  -30.000  -30.000
 .42010E+08      35.692   35.686   33.850  -30.000  -30.000      54.207      28.142   27.962   27.673  -30.000  -30.000
 .42110E+08      35.687   35.680   33.848  -30.000  -30.000      54.207      28.138   27.956   27.672  -30.000  -30.000
 .42210E+08      35.684   35.678   33.847  -30.000  -30.000      54.207      28.136   27.954   27.671  -30.000  -30.000
 .42310E+08      35.685   35.679   33.845  -30.000  -30.000      54.207      28.137   27.956   27.669  -30.000  -30.000
 .42410E+08      35.683   35.677   33.843  -30.000  -30.000      54.207      28.135   27.954   27.667  -30.000  -30.000
 .42510E+08      35.685   35.679   33.840  -30.000  -30.000      54.207      28.135   27.956   27.664  -30.000  -30.000
 .42610E+08      35.682   35.676   33.838  -30.000  -30.000      54.207      28.133   27.954   27.662  -30.000  -30.000
 .42710E+08      35.682   35.676   33.837  -30.000  -30.000      54.207      28.133   27.954   27.661  -30.000  -30.000
 .42810E+08      35.679   35.673   33.833  -30.000  -30.000      54.207      28.130   27.951   27.657  -30.000  -30.000
 .42910E+08      35.679   35.673   33.831  -30.000  -30.000      54.207      28.129   27.951   27.655  -30.000  -30.000
 .43010E+08      35.679   35.673   33.828  -30.000  -30.000      54.207      28.128   27.952   27.652  -30.000  -30.000
 .43110E+08      35.680   35.673   33.826  -30.000  -30.000      54.207      28.128   27.952   27.650  -30.000  -30.000
 .43210E+08      35.675   35.668   33.824  -30.000  -30.000      54.207      28.124   27.947   27.648  -30.000  -30.000
 .43310E+08      35.675   35.669   33.821  -30.000  -30.000      54.207      28.123   27.947   27.645  -30.000  -30.000
 .43410E+08      35.669   35.663   33.819  -30.000  -30.000      54.207      28.119   27.942   27.643  -30.000  -30.000
 .43510E+08      35.673   35.667   33.817  -30.000  -30.000      54.207      28.121   27.946   27.641  -30.000  -30.000
 .43610E+08      35.669   35.663   33.815  -30.000  -30.000      54.207      28.117   27.942   27.638  -30.000  -30.000
 .43710E+08      35.661   35.655   33.813  -30.000  -30.000      54.207      28.111   27.934   27.637  -30.000  -30.000
 .43810E+08      35.666   35.660   33.810  -30.000  -30.000      54.207      28.114   27.939   27.634  -30.000  -30.000
 .43910E+08      35.670   35.664   33.807  -30.000  -30.000      54.207      28.116   27.944   27.631  -30.000  -30.000
 .44010E+08      35.668   35.662   33.805  -30.000  -30.000      54.207      28.114   27.942   27.629  -30.000  -30.000
 .44110E+08      35.661   35.655   33.803  -30.000  -30.000      54.207      28.109   27.935   27.627  -30.000  -30.000
 .44210E+08      35.663   35.657   33.801  -30.000  -30.000      54.207      28.109   27.937   27.625  -30.000  -30.000
 .44310E+08      35.668   35.662   33.799  -30.000  -30.000      54.207      28.112   27.942   27.623  -30.000  -30.000
 .44410E+08      35.667   35.661   33.797  -30.000  -30.000      54.207      28.111   27.941   27.621  -30.000  -30.000
 .44510E+08      35.659   35.653   33.795  -30.000  -30.000      54.207      28.105   27.933   27.619  -30.000  -30.000
 .44610E+08      35.657   35.651   33.793  -30.000  -30.000      54.207      28.103   27.931   27.617  -30.000  -30.000
 .44710E+08      35.651   35.645   33.791  -30.000  -30.000      54.207      28.098   27.925   27.615  -30.000  -30.000
 .44810E+08      35.668   35.662   33.788  -30.000  -30.000      54.207      28.109   27.943   27.612  -30.000  -30.000
 .44910E+08      35.666   35.660   33.786  -30.000  -30.000      54.207      28.107   27.941   27.610  -30.000  -30.000
 .45010E+08      35.663   35.657   33.785  -30.000  -30.000      54.207      28.105   27.938   27.609  -30.000  -30.000
 .45110E+08      35.656   35.650   33.783  -30.000  -30.000      54.207      28.099   27.931   27.607  -30.000  -30.000
 .45210E+08      35.646   35.640   33.782  -30.000  -30.000      54.207      28.092   27.920   27.606  -30.000  -30.000
 .45310E+08      35.650   35.644   33.779  -30.000  -30.000      54.207      28.094   27.924   27.603  -30.000  -30.000
 .45410E+08      35.647   35.641   33.778  -30.000  -30.000      54.207      28.092   27.922   27.602  -30.000  -30.000
 .45510E+08      35.658   35.652   33.775  -30.000  -30.000      54.207      28.098   27.933   27.599  -30.000  -30.000
 .45610E+08      35.658   35.652   33.773  -30.000  -30.000      54.207      28.098   27.934   27.597  -30.000  -30.000
 .45710E+08      35.645   35.639   33.773  -30.000  -30.000      54.207      28.089   27.920   27.597  -30.000  -30.000
 .45810E+08      35.645   35.639   33.770  -30.000  -30.000      54.207      28.088   27.920   27.594  -30.000  -30.000
 .45910E+08      35.648   35.642   33.768  -30.000  -30.000      54.207      28.090   27.924   27.592  -30.000  -30.000
 .46010E+08      35.652   35.646   33.766  -30.000  -30.000      54.207      28.092   27.928   27.590  -30.000  -30.000
 .46110E+08      35.652   35.647   33.764  -30.000  -30.000      54.207      28.092   27.929   27.588  -30.000  -30.000
 .46210E+08      35.646   35.640   33.763  -30.000  -30.000      54.207      28.087   27.922   27.587  -30.000  -30.000
 .46310E+08      35.653   35.648   33.761  -30.000  -30.000      54.207      28.092   27.930   27.585  -30.000  -30.000
 .46410E+08      35.643   35.637   33.760  -30.000  -30.000      54.207      28.084   27.919   27.584  -30.000  -30.000
 .46510E+08      35.649   35.643   33.757  -30.000  -30.000      54.207      28.088   27.926   27.581  -30.000  -30.000
 .46610E+08      35.649   35.644   33.756  -30.000  -30.000      54.207      28.088   27.926   27.580  -30.000  -30.000
 .46710E+08      35.650   35.644   33.754  -30.000  -30.000      54.207      28.087   27.927   27.577  -30.000  -30.000
 .46810E+08      35.650   35.645   33.752  -30.000  -30.000      54.207      28.087   27.928   27.576  -30.000  -30.000
 .46910E+08      35.639   35.634   33.751  -30.000  -30.000      54.207      28.079   27.916   27.575  -30.000  -30.000
 .47010E+08      35.643   35.637   33.749  -30.000  -30.000      54.207      28.081   27.920   27.573  -30.000  -30.000
 .47110E+08      35.645   35.640   33.747  -30.000  -30.000      54.207      28.083   27.923   27.571  -30.000  -30.000
 .47210E+08      35.644   35.639   33.746  -30.000  -30.000      54.207      28.081   27.921   27.570  -30.000  -30.000
 .47310E+08      35.643   35.637   33.744  -30.000  -30.000      54.207      28.080   27.920   27.568  -30.000  -30.000
 .47410E+08      35.631   35.626   33.743  -30.000  -30.000      54.207      28.071   27.908   27.567  -30.000  -30.000
 .47510E+08      35.625   35.619   33.742  -30.000  -30.000      54.207      28.067   27.902   27.566  -30.000  -30.000
 .47610E+08      35.644   35.639   33.739  -30.000  -30.000      54.207      28.080   27.922   27.563  -30.000  -30.000
 .47710E+08      35.639   35.633   33.737  -30.000  -30.000      54.207      28.075   27.916   27.561  -30.000  -30.000
 .47810E+08      35.626   35.620   33.737  -30.000  -30.000      54.207      28.066   27.903   27.561  -30.000  -30.000
 .47910E+08      35.633   35.628   33.734  -30.000  -30.000      54.207      28.071   27.911   27.558  -30.000  -30.000
 .48010E+08      35.635   35.630   33.733  -30.000  -30.000      54.207      28.071   27.913   27.557  -30.000  -30.000
 .48110E+08      35.627   35.622   33.731  -30.000  -30.000      54.207      28.066   27.905   27.555  -30.000  -30.000
 .48210E+08      35.628   35.622   33.730  -30.000  -30.000      54.207      28.066   27.906   27.554  -30.000  -30.000
 .48310E+08      35.614   35.608   33.729  -30.000  -30.000      54.207      28.056   27.892   27.553  -30.000  -30.000
 .48410E+08      35.618   35.613   33.727  -30.000  -30.000      54.207      28.058   27.896   27.551  -30.000  -30.000
 .48510E+08      35.606   35.600   33.726  -30.000  -30.000      54.207      28.049   27.884   27.550  -30.000  -30.000
 .48610E+08      35.606   35.600   33.724  -30.000  -30.000      54.207      28.049   27.884   27.548  -30.000  -30.000
 .48710E+08      35.606   35.600   33.723  -30.000  -30.000      54.207      28.048   27.884   27.547  -30.000  -30.000
 .48810E+08      35.605   35.600   33.721  -30.000  -30.000      54.207      28.048   27.884   27.545  -30.000  -30.000
 .48910E+08      35.596   35.590   33.720  -30.000  -30.000      54.207      28.040   27.874   27.544  -30.000  -30.000
 .49010E+08      35.597   35.591   33.718  -30.000  -30.000      54.207      28.041   27.876   27.542  -30.000  -30.000
 .49110E+08      35.598   35.592   33.716  -30.000  -30.000      54.207      28.041   27.877   27.540  -30.000  -30.000
 .49210E+08      35.578   35.572   33.716  -30.000  -30.000      54.207      28.027   27.856   27.540  -30.000  -30.000
 .49310E+08      35.575   35.569   33.714  -30.000  -30.000      54.207      28.025   27.853   27.538  -30.000  -30.000
 .49410E+08      35.576   35.570   33.712  -30.000  -30.000      54.207      28.025   27.854   27.536  -30.000  -30.000
 .49510E+08      35.587   35.581   33.709  -30.000  -30.000      54.207      28.032   27.866   27.533  -30.000  -30.000
 .49610E+08      35.574   35.568   33.708  -30.000  -30.000      54.207      28.022   27.853   27.532  -30.000  -30.000
 .49710E+08      35.573   35.567   33.706  -30.000  -30.000      54.207      28.021   27.852   27.529  -30.000  -30.000
 .49810E+08      35.572   35.566   33.702  -30.000  -30.000      54.207      28.019   27.851   27.526  -30.000  -30.000
 .49910E+08      35.571   35.565   33.696  -30.000  -30.000      54.207      28.017   27.850   27.520  -30.000  -30.000
 .50010E+08      35.562   35.556   33.695  -30.000  -30.000      54.207      28.010   27.841   27.519  -30.000  -30.000
 .50110E+08      35.561   35.555   33.693  -30.000  -30.000      54.207      28.009   27.840   27.517  -30.000  -30.000
 .50210E+08      35.555   35.549   33.692  -30.000  -30.000      54.207      28.005   27.834   27.516  -30.000  -30.000
 .50310E+08      35.554   35.548   33.691  -30.000  -30.000      54.207      28.004   27.833   27.515  -30.000  -30.000
 .50410E+08      35.562   35.556   33.688  -30.000  -30.000      54.207      28.008   27.841   27.512  -30.000  -30.000
 .50510E+08      35.549   35.542   33.687  -30.000  -30.000      54.207      27.999   27.828   27.511  -30.000  -30.000
 .50610E+08      35.547   35.541   33.685  -30.000  -30.000      54.207      27.997   27.827   27.509  -30.000  -30.000
 .50710E+08      35.547   35.541   33.684  -30.000  -30.000      54.207      27.997   27.827   27.508  -30.000  -30.000
 .50810E+08      35.546   35.540   33.681  -30.000  -30.000      54.207      27.995   27.826   27.505  -30.000  -30.000
 .50910E+08      35.534   35.528   33.680  -30.000  -30.000      54.207      27.987   27.814   27.504  -30.000  -30.000
 .51010E+08      35.528   35.522   33.679  -30.000  -30.000      54.207      27.982   27.807   27.503  -30.000  -30.000
 .51110E+08      35.543   35.538   33.676  -30.000  -30.000      54.207      27.993   27.824   27.500  -30.000  -30.000
 .51210E+08      35.526   35.520   33.675  -30.000  -30.000      54.207      27.980   27.806   27.499  -30.000  -30.000
 .51310E+08      35.528   35.522   33.674  -30.000  -30.000      54.207      27.981   27.808   27.498  -30.000  -30.000
 .51410E+08      35.527   35.521   33.672  -30.000  -30.000      54.207      27.980   27.807   27.495  -30.000  -30.000
 .51510E+08      35.526   35.520   33.670  -30.000  -30.000      54.207      27.979   27.807   27.494  -30.000  -30.000
 .51610E+08      35.522   35.515   33.669  -30.000  -30.000      54.207      27.975   27.802   27.493  -30.000  -30.000
 .51710E+08      35.509   35.503   33.668  -30.000  -30.000      54.207      27.966   27.789   27.492  -30.000  -30.000
 .51810E+08      35.507   35.501   33.666  -30.000  -30.000      54.207      27.965   27.787   27.490  -30.000  -30.000
 .51910E+08      35.506   35.500   33.664  -30.000  -30.000      54.207      27.963   27.786   27.488  -30.000  -30.000
 .52010E+08      35.501   35.495   33.662  -30.000  -30.000      54.207      27.959   27.781   27.486  -30.000  -30.000
 .52110E+08      35.500   35.494   33.661  -30.000  -30.000      54.207      27.959   27.781   27.485  -30.000  -30.000
 .52210E+08      35.494   35.487   33.660  -30.000  -30.000      54.207      27.954   27.774   27.483  -30.000  -30.000
 .52310E+08      35.484   35.478   33.659  -30.000  -30.000      54.207      27.947   27.764   27.483  -30.000  -30.000
 .52410E+08      35.492   35.486   33.656  -30.000  -30.000      54.207      27.951   27.772   27.479  -30.000  -30.000
 .52510E+08      35.496   35.490   33.654  -30.000  -30.000      54.207      27.954   27.777   27.478  -30.000  -30.000
 .52610E+08      35.481   35.475   33.653  -30.000  -30.000      54.207      27.943   27.762   27.477  -30.000  -30.000
 .52710E+08      35.466   35.459   33.652  -30.000  -30.000      54.207      27.932   27.746   27.476  -30.000  -30.000
 .52810E+08      35.480   35.473   33.650  -30.000  -30.000      54.207      27.941   27.760   27.474  -30.000  -30.000
 .52910E+08      35.478   35.471   33.648  -30.000  -30.000      54.207      27.939   27.758   27.472  -30.000  -30.000
 .53010E+08      35.478   35.471   33.646  -30.000  -30.000      54.207      27.939   27.759   27.469  -30.000  -30.000
 .53110E+08      35.459   35.452   33.646  -30.000  -30.000      54.207      27.926   27.739   27.470  -30.000  -30.000
 .53210E+08      35.462   35.455   33.644  -30.000  -30.000      54.207      27.928   27.743   27.468  -30.000  -30.000
 .53310E+08      35.475   35.469   33.641  -30.000  -30.000      54.207      27.936   27.757   27.465  -30.000  -30.000
 .53410E+08      35.453   35.446   33.640  -30.000  -30.000      54.207      27.920   27.733   27.464  -30.000  -30.000
 .53510E+08      35.456   35.449   33.639  -30.000  -30.000      54.207      27.922   27.737   27.463  -30.000  -30.000
 .53610E+08      35.451   35.444   33.637  -30.000  -30.000      54.207      27.918   27.732   27.461  -30.000  -30.000
 .53710E+08      35.453   35.446   33.635  -30.000  -30.000      54.207      27.919   27.734   27.459  -30.000  -30.000
 .53810E+08      35.453   35.446   33.634  -30.000  -30.000      54.207      27.919   27.734   27.458  -30.000  -30.000
 .53910E+08      35.452   35.445   33.631  -30.000  -30.000      54.207      27.917   27.734   27.455  -30.000  -30.000
 .54010E+08      35.444   35.437   33.631  -30.000  -30.000      54.207      27.912   27.725   27.454  -30.000  -30.000
 .54110E+08      35.438   35.431   33.629  -30.000  -30.000      54.207      27.907   27.719   27.453  -30.000  -30.000
 .54210E+08      35.434   35.427   33.628  -30.000  -30.000      54.207      27.904   27.715   27.451  -30.000  -30.000
 .54310E+08      35.433   35.426   33.626  -30.000  -30.000      54.207      27.903   27.715   27.449  -30.000  -30.000
 .54410E+08      35.432   35.425   33.625  -30.000  -30.000      54.207      27.902   27.714   27.448  -30.000  -30.000
 .54510E+08      35.431   35.424   33.623  -30.000  -30.000      54.207      27.901   27.713   27.446  -30.000  -30.000
 .54610E+08      35.430   35.423   33.621  -30.000  -30.000      54.207      27.900   27.712   27.445  -30.000  -30.000
 .54710E+08      35.429   35.422   33.619  -30.000  -30.000      54.207      27.899   27.711   27.443  -30.000  -30.000
 .54810E+08      35.409   35.402   33.619  -30.000  -30.000      54.207      27.885   27.690   27.442  -30.000  -30.000
 .54910E+08      35.408   35.401   33.617  -30.000  -30.000      54.207      27.884   27.690   27.441  -30.000  -30.000
 .55010E+08      35.417   35.411   33.615  -30.000  -30.000      54.207      27.889   27.700   27.439  -30.000  -30.000
 .55110E+08      35.406   35.399   33.613  -30.000  -30.000      54.207      27.881   27.688   27.437  -30.000  -30.000
 .55210E+08      35.405   35.398   33.612  -30.000  -30.000      54.207      27.881   27.688   27.436  -30.000  -30.000
 .55310E+08      35.405   35.398   33.610  -30.000  -30.000      54.207      27.880   27.687   27.434  -30.000  -30.000
 .55410E+08      35.404   35.397   33.608  -30.000  -30.000      54.207      27.879   27.686   27.432  -30.000  -30.000
 .55510E+08      35.403   35.396   33.606  -30.000  -30.000      54.207      27.878   27.686   27.430  -30.000  -30.000
 .55610E+08      35.398   35.391   33.605  -30.000  -30.000      54.207      27.874   27.681   27.429  -30.000  -30.000
 .55710E+08      35.401   35.394   33.604  -30.000  -30.000      54.207      27.875   27.684   27.428  -30.000  -30.000
 .55810E+08      35.396   35.389   33.602  -30.000  -30.000      54.207      27.872   27.679   27.426  -30.000  -30.000
 .55910E+08      35.400   35.393   33.601  -30.000  -30.000      54.207      27.874   27.683   27.425  -30.000  -30.000
 .56010E+08      35.388   35.381   33.599  -30.000  -30.000      54.207      27.865   27.671   27.423  -30.000  -30.000
 .56110E+08      35.381   35.374   33.598  -30.000  -30.000      54.207      27.861   27.664   27.422  -30.000  -30.000
 .56210E+08      35.376   35.368   33.597  -30.000  -30.000      54.207      27.857   27.658   27.421  -30.000  -30.000
